ip,time_window,request_count,error_4xx_rate,error_5xx_rate,avg_payload_bytes,max_payload_bytes,unique_uri_count,suspicious_flag_count
10.116.12.43,2019-01-22 07:26:00,37,0.0,0.0,13934.918918918918,116467,36,0
10.124.2.223,2019-01-22 06:13:00,2,0.0,0.0,4071.0,4167,2,0
10.30.1.179,2019-01-22 07:19:00,2,0.0,0.0,2336.0,4672,2,0
10.73.253.28,2019-01-22 07:49:00,1,0.0,0.0,11386.0,11386,1,0
10.75.91.98,2019-01-22 07:48:00,89,0.0,0.0,10993.056179775282,185207,89,0
102.102.124.56,2019-01-22 06:11:00,1,0.0,0.0,17211.0,17211,1,0
102.102.124.56,2019-01-22 07:27:00,1,0.0,0.0,16230.0,16230,1,0
102.102.124.56,2019-01-22 07:30:00,1,0.0,0.0,16664.0,16664,1,0
102.102.124.56,2019-01-22 07:34:00,1,0.0,0.0,0.0,0,1,0
102.102.124.56,2019-01-22 07:35:00,1,0.0,0.0,142578.0,142578,1,0
102.102.124.56,2019-01-22 07:40:00,1,0.0,0.0,6642.0,6642,1,0
102.102.124.56,2019-01-22 07:41:00,1,0.0,0.0,120393.0,120393,1,0
103.102.221.226,2019-01-22 04:56:00,1,0.0,0.0,80951.0,80951,1,0
103.216.160.242,2019-01-22 05:22:00,2,0.0,0.0,12904.5,21689,2,0
103.231.138.17,2019-01-22 07:50:00,48,0.0,0.0,24269.583333333332,185207,48,0
103.231.138.17,2019-01-22 07:53:00,63,0.015873015873015872,0.0,12562.714285714286,116467,44,0
103.231.138.17,2019-01-22 07:54:00,2,0.0,0.0,2725.5,5451,2,0
103.233.183.10,2019-01-22 07:31:00,2,0.0,0.0,4958.0,9916,2,0
103.28.132.72,2019-01-22 06:59:00,1,0.0,0.0,3975.0,3975,1,0
103.58.111.60,2019-01-22 07:18:00,2,0.0,0.0,15454.5,30731,1,0
104.129.192.119,2019-01-22 05:02:00,2,0.0,0.0,104902.0,209626,1,0
104.129.192.119,2019-01-22 06:45:00,1,0.0,0.0,178.0,178,1,0
104.129.192.119,2019-01-22 06:46:00,1,0.0,0.0,210874.0,210874,1,0
104.156.210.196,2019-01-22 04:20:00,1,0.0,0.0,7669.0,7669,1,0
104.194.24.140,2019-01-22 07:10:00,1,0.0,0.0,12942.0,12942,1,0
104.194.24.140,2019-01-22 07:13:00,1,0.0,0.0,5208.0,5208,1,0
104.194.24.140,2019-01-22 07:16:00,1,0.0,0.0,3997.0,3997,1,0
104.194.24.147,2019-01-22 05:19:00,5,0.0,0.0,3452.4,17129,5,0
104.194.24.19,2019-01-22 07:30:00,4,0.0,0.0,6114.5,6980,4,0
104.194.24.33,2019-01-22 03:57:00,1,0.0,0.0,133.0,133,1,0
104.194.24.36,2019-01-22 06:42:00,1,0.0,0.0,133.0,133,1,0
104.194.24.36,2019-01-22 06:43:00,33,0.0,0.0,8802.60606060606,62894,33,0
104.194.24.54,2019-01-22 04:24:00,1,0.0,0.0,3975.0,3975,1,0
104.194.24.54,2019-01-22 04:26:00,1,0.0,0.0,4167.0,4167,1,0
104.194.25.105,2019-01-22 07:16:00,1,0.0,0.0,5852.0,5852,1,0
104.194.25.105,2019-01-22 07:18:00,2,0.0,0.0,4328.0,4328,1,0
104.194.25.105,2019-01-22 07:28:00,1,0.0,0.0,4401.0,4401,1,0
104.194.25.125,2019-01-22 06:16:00,2,0.0,0.0,4071.0,4167,2,0
104.194.25.138,2019-01-22 07:16:00,1,0.0,0.0,5408.0,5408,1,0
104.194.25.155,2019-01-22 05:29:00,1,0.0,0.0,3975.0,3975,1,0
104.194.25.207,2019-01-22 04:06:00,3,0.0,0.0,4173.0,4377,3,0
104.194.25.250,2019-01-22 07:48:00,1,0.0,0.0,133.0,133,1,0
104.222.32.67,2019-01-22 08:00:00,33,0.0,0.0,17272.060606060608,69159,30,0
104.222.32.67,2019-01-22 08:01:00,13,0.0,0.0,11777.461538461539,62894,13,0
104.237.139.121,2019-01-22 06:51:00,1,0.0,0.0,3975.0,3975,1,0
104.237.226.173,2019-01-22 05:01:00,1,0.0,0.0,3975.0,3975,1,0
104.237.226.173,2019-01-22 05:03:00,1,0.0,0.0,4167.0,4167,1,0
104.237.226.173,2019-01-22 05:44:00,1,0.0,0.0,3294.0,3294,1,0
104.243.210.237,2019-01-22 07:35:00,2,0.0,0.0,4071.0,4167,2,0
104.243.210.237,2019-01-22 07:36:00,1,0.0,0.0,5208.0,5208,1,0
104.243.210.237,2019-01-22 07:38:00,1,0.0,0.0,3700.0,3700,1,0
104.244.77.52,2019-01-22 04:42:00,1,0.0,0.0,133.0,133,1,0
104.248.138.192,2019-01-22 05:09:00,15,0.0,0.0,10776.2,33768,14,0
104.248.138.214,2019-01-22 06:36:00,1,0.0,0.0,3975.0,3975,1,0
104.248.138.214,2019-01-22 06:37:00,1,0.0,0.0,4515.0,4515,1,0
104.248.138.214,2019-01-22 06:40:00,1,0.0,0.0,3951.0,3951,1,0
104.248.138.214,2019-01-22 06:48:00,1,0.0,0.0,5608.0,5608,1,0
104.248.138.214,2019-01-22 06:53:00,1,0.0,0.0,7564.0,7564,1,0
104.248.138.218,2019-01-22 04:35:00,9,0.0,0.0,11135.333333333334,28536,9,0
104.248.138.218,2019-01-22 04:36:00,2,0.0,0.0,18427.5,18438,1,0
104.248.16.204,2019-01-22 04:16:00,1,0.0,0.0,7902.0,7902,1,0
104.248.18.164,2019-01-22 04:02:00,1,0.0,0.0,3975.0,3975,1,0
104.248.18.164,2019-01-22 04:05:00,1,0.0,0.0,8820.0,8820,1,0
104.248.18.220,2019-01-22 06:27:00,12,0.6666666666666666,0.0,12611.5,32465,7,0
104.248.18.220,2019-01-22 06:57:00,12,0.6666666666666666,0.0,12897.0,33700,7,0
104.248.18.220,2019-01-22 07:00:00,9,0.6666666666666666,0.0,17265.333333333332,33699,7,0
104.248.18.220,2019-01-22 07:01:00,3,0.6666666666666666,0.0,261.3333333333333,392,3,0
104.248.21.70,2019-01-22 05:27:00,12,0.6666666666666666,0.0,12722.833333333334,33663,7,0
104.248.81.122,2019-01-22 07:10:00,1,0.0,0.0,9139.0,9139,1,0
104.248.81.48,2019-01-22 07:01:00,3,0.0,0.0,4173.0,4377,3,0
104.248.81.51,2019-01-22 07:37:00,3,0.0,0.0,3812.0,4167,3,0
104.248.82.241,2019-01-22 05:07:00,3,0.0,0.0,7306.0,7502,2,0
104.248.92.0,2019-01-22 05:15:00,25,0.0,0.0,17371.24,106909,23,0
104.249.46.34,2019-01-22 05:04:00,2,0.0,0.0,43251.0,43256,2,0
104.249.46.43,2019-01-22 05:03:00,2,0.0,0.0,41981.5,41982,2,0
104.249.46.45,2019-01-22 05:03:00,2,0.0,0.0,43405.0,43410,2,0
104.36.19.231,2019-01-22 04:01:00,7,0.7142857142857143,0.0,17275.0,33667,6,0
104.36.19.231,2019-01-22 04:02:00,4,0.75,0.0,8225.75,32119,4,0
107.170.142.22,2019-01-22 07:56:00,45,0.0,0.0,5846.044444444445,92584,44,0
108.26.219.129,2019-01-22 04:56:00,12,0.6666666666666666,0.0,12478.666666666666,33661,7,0
109.122.214.97,2019-01-22 07:33:00,1,0.0,0.0,3294.0,3294,1,0
109.125.147.233,2019-01-22 06:43:00,2,0.0,0.0,4071.0,4167,2,0
109.125.150.157,2019-01-22 04:01:00,1,0.0,0.0,3975.0,3975,1,0
109.125.150.157,2019-01-22 04:02:00,4,0.0,0.0,3989.25,4377,4,0
109.125.156.21,2019-01-22 07:10:00,10,0.0,0.0,4693.8,18203,10,0
109.125.156.244,2019-01-22 04:15:00,4,0.0,0.0,7482.75,8742,4,0
109.125.156.244,2019-01-22 04:49:00,1,0.0,0.0,5793.0,5793,1,0
109.125.156.244,2019-01-22 05:11:00,1,0.0,0.0,5824.0,5824,1,0
109.125.156.244,2019-01-22 05:26:00,1,0.0,0.0,94646.0,94646,1,0
109.125.156.244,2019-01-22 05:28:00,1,0.0,0.0,8440.0,8440,1,0
109.125.156.244,2019-01-22 05:29:00,16,0.0,0.0,22826.375,60508,12,0
109.125.156.244,2019-01-22 05:47:00,1,0.0,0.0,3975.0,3975,1,0
109.125.161.88,2019-01-22 07:26:00,11,0.7272727272727273,0.0,13945.272727272728,33667,6,0
109.125.165.136,2019-01-22 07:25:00,2,0.0,0.0,3107.5,3925,2,0
109.125.171.231,2019-01-22 07:58:00,2,0.0,0.0,6195.0,12390,2,0
109.125.172.203,2019-01-22 07:07:00,1,0.0,0.0,3294.0,3294,1,0
109.125.172.203,2019-01-22 07:09:00,1,0.0,0.0,4119.0,4119,1,0
109.125.174.101,2019-01-22 05:02:00,52,0.0,0.0,20948.096153846152,185207,41,0
109.125.174.101,2019-01-22 05:04:00,3,0.0,0.0,5611.666666666667,10371,3,0
109.125.174.101,2019-01-22 05:19:00,3,0.0,0.0,6914.0,10371,2,0
109.162.133.249,2019-01-22 06:54:00,77,0.0,0.0,10299.87012987013,185207,77,0
109.162.133.249,2019-01-22 06:55:00,1,0.0,0.0,323.0,323,1,0
109.162.141.33,2019-01-22 06:59:00,2,0.0,0.0,4140.5,8281,2,0
109.162.146.193,2019-01-22 07:19:00,1,0.0,0.0,3975.0,3975,1,0
109.169.65.229,2019-01-22 06:32:00,1,0.0,0.0,3975.0,3975,1,0
109.201.13.39,2019-01-22 07:30:00,2,0.0,0.0,2964.5,5929,2,0
109.201.13.39,2019-01-22 08:00:00,48,0.0,0.0,24269.583333333332,185207,48,0
109.201.27.2,2019-01-22 06:10:00,1,0.0,0.0,133.0,133,1,0
109.228.54.54,2019-01-22 07:43:00,1,0.0,0.0,3997.0,3997,1,0
109.228.54.54,2019-01-22 07:44:00,1,0.0,0.0,3710.0,3710,1,0
109.230.115.2,2019-01-22 06:57:00,1,0.0,0.0,3975.0,3975,1,0
109.230.115.2,2019-01-22 07:01:00,1,0.0,0.0,3294.0,3294,1,0
109.230.116.162,2019-01-22 07:34:00,112,0.0,0.0,10190.99107142857,185207,102,0
109.230.116.162,2019-01-22 07:35:00,7,0.14285714285714285,0.0,5398.285714285715,33668,4,0
109.230.116.162,2019-01-22 07:38:00,2,0.0,0.0,16226.0,28332,2,0
109.232.240.14,2019-01-22 08:00:00,1,0.0,0.0,3975.0,3975,1,0
109.232.240.23,2019-01-22 07:08:00,2,0.0,0.0,9543.5,19087,2,0
109.232.240.23,2019-01-22 07:09:00,13,0.0,0.0,10176.23076923077,68622,13,0
109.232.240.3,2019-01-22 07:23:00,1,0.0,0.0,10371.0,10371,1,0
109.74.227.29,2019-01-22 04:08:00,1,0.0,0.0,133.0,133,1,0
110.23.220.125,2019-01-22 06:36:00,4,0.25,0.0,177286.5,493276,2,0
113.203.100.16,2019-01-22 07:00:00,4,0.0,0.0,3872.75,3997,4,0
113.203.11.180,2019-01-22 07:46:00,1,0.0,0.0,3975.0,3975,1,0
113.203.110.125,2019-01-22 07:23:00,8,0.0,0.0,3672.25,3997,8,0
113.203.110.125,2019-01-22 07:24:00,4,0.0,0.0,48729.75,94646,4,0
113.203.113.136,2019-01-22 07:58:00,1,0.0,0.0,133.0,133,1,0
113.203.124.184,2019-01-22 06:17:00,13,0.0,0.0,11834.23076923077,36387,11,0
113.203.124.184,2019-01-22 06:18:00,12,0.0,0.0,10974.416666666666,62894,12,0
113.203.124.184,2019-01-22 06:19:00,7,0.0,0.0,11159.857142857143,39271,7,0
113.203.124.184,2019-01-22 06:20:00,3,0.0,0.0,20439.0,36541,3,0
113.203.124.184,2019-01-22 06:21:00,7,0.0,0.0,10007.285714285714,28821,7,0
113.203.127.125,2019-01-22 04:15:00,4,0.0,0.0,3581.0,4088,4,0
113.203.127.125,2019-01-22 04:19:00,12,0.0,0.0,11114.916666666666,94646,12,0
113.203.13.130,2019-01-22 07:29:00,38,0.02631578947368421,0.0,10435.684210526315,68123,38,0
113.203.13.130,2019-01-22 07:30:00,17,0.058823529411764705,0.0,3705.705882352941,19667,17,0
113.203.13.130,2019-01-22 07:31:00,25,0.08,0.0,4059.24,19640,22,0
113.203.13.130,2019-01-22 07:32:00,19,0.10526315789473684,0.0,8183.263157894737,20289,15,0
113.203.25.12,2019-01-22 06:56:00,2,0.0,0.0,5090.0,5852,2,0
113.203.34.100,2019-01-22 07:34:00,1,0.0,0.0,3975.0,3975,1,0
113.203.34.49,2019-01-22 06:40:00,1,0.0,0.0,133.0,133,1,0
113.203.37.77,2019-01-22 07:44:00,2,0.0,0.0,4071.0,4167,2,0
113.203.45.100,2019-01-22 06:27:00,1,0.0,0.0,3975.0,3975,1,0
113.203.45.100,2019-01-22 06:28:00,1,0.0,0.0,5852.0,5852,1,0
113.203.46.92,2019-01-22 07:02:00,1,0.0,0.0,3975.0,3975,1,0
113.203.75.223,2019-01-22 07:30:00,2,0.0,0.0,3881.5,3901,2,0
113.210.59.36,2019-01-22 05:38:00,1,0.0,0.0,5374.0,5374,1,0
113.210.59.36,2019-01-22 05:40:00,1,0.0,0.0,7143.0,7143,1,0
116.202.28.181,2019-01-22 05:51:00,1,0.0,0.0,3975.0,3975,1,0
116.202.28.181,2019-01-22 05:52:00,1,0.0,0.0,4167.0,4167,1,0
116.202.29.114,2019-01-22 04:05:00,1,0.0,0.0,4530.0,4530,1,0
116.202.29.114,2019-01-22 04:07:00,1,0.0,0.0,4620.0,4620,1,0
116.202.29.152,2019-01-22 06:05:00,2,0.0,0.0,4071.0,4167,2,0
121.100.54.99,2019-01-22 06:39:00,1,0.0,0.0,4167.0,4167,1,0
121.57.225.132,2019-01-22 06:35:00,1,0.0,0.0,178.0,178,1,0
123.125.71.112,2019-01-22 05:12:00,1,0.0,0.0,178.0,178,1,0
123.125.71.14,2019-01-22 05:36:00,1,0.0,0.0,232352.0,232352,1,0
123.125.71.31,2019-01-22 04:34:00,1,0.0,0.0,237586.0,237586,1,0
123.125.71.43,2019-01-22 04:34:00,1,0.0,0.0,178.0,178,1,0
123.125.71.51,2019-01-22 06:01:00,1,0.0,0.0,218340.0,218340,1,0
123.125.71.54,2019-01-22 04:47:00,1,0.0,0.0,206653.0,206653,1,0
123.125.71.89,2019-01-22 07:50:00,1,0.0,0.0,178.0,178,1,0
123.125.71.99,2019-01-22 07:18:00,1,0.0,0.0,251564.0,251564,1,0
128.199.151.52,2019-01-22 05:39:00,1,0.0,0.0,3975.0,3975,1,0
128.65.168.157,2019-01-22 07:43:00,2,0.0,0.0,19437.5,19472,1,0
128.65.172.104,2019-01-22 06:41:00,27,0.0,0.0,19209.62962962963,106246,27,0
128.65.172.104,2019-01-22 06:42:00,61,0.01639344262295082,0.0,5554.262295081967,66099,49,0
128.65.172.104,2019-01-22 06:43:00,35,0.0,0.0,10428.6,60462,25,0
128.65.172.104,2019-01-22 06:44:00,2,0.0,0.0,71.0,71,1,0
13.66.139.0,2019-01-22 04:01:00,1,0.0,0.0,32295.0,32295,1,0
13.66.139.0,2019-01-22 04:03:00,1,0.0,0.0,42467.0,42467,1,0
13.66.139.0,2019-01-22 04:06:00,1,0.0,0.0,40109.0,40109,1,0
13.66.139.0,2019-01-22 04:25:00,1,0.0,0.0,37628.0,37628,1,0
13.66.139.0,2019-01-22 04:28:00,1,0.0,0.0,42473.0,42473,1,0
13.66.139.0,2019-01-22 04:29:00,1,0.0,0.0,42206.0,42206,1,0
13.66.139.0,2019-01-22 04:35:00,1,0.0,0.0,29418.0,29418,1,0
13.66.139.0,2019-01-22 04:36:00,1,0.0,0.0,35074.0,35074,1,0
13.66.139.0,2019-01-22 04:37:00,1,0.0,0.0,41168.0,41168,1,0
13.66.139.0,2019-01-22 04:44:00,1,0.0,0.0,37458.0,37458,1,0
13.66.139.0,2019-01-22 04:53:00,1,0.0,0.0,39351.0,39351,1,0
13.66.139.0,2019-01-22 05:01:00,1,0.0,0.0,36883.0,36883,1,0
13.66.139.0,2019-01-22 05:10:00,1,0.0,0.0,41604.0,41604,1,0
13.66.139.0,2019-01-22 05:24:00,1,0.0,0.0,32810.0,32810,1,0
13.66.139.0,2019-01-22 05:34:00,1,0.0,0.0,29776.0,29776,1,0
13.66.139.0,2019-01-22 05:37:00,1,0.0,0.0,40094.0,40094,1,0
13.66.139.0,2019-01-22 05:40:00,1,0.0,0.0,36027.0,36027,1,0
13.66.139.0,2019-01-22 05:41:00,1,0.0,0.0,41236.0,41236,1,0
13.66.139.0,2019-01-22 05:43:00,1,0.0,0.0,178.0,178,1,0
13.66.139.0,2019-01-22 05:49:00,1,0.0,0.0,5.0,5,1,0
13.66.139.0,2019-01-22 05:50:00,1,0.0,0.0,35645.0,35645,1,0
13.66.139.0,2019-01-22 05:57:00,1,0.0,0.0,178.0,178,1,0
13.66.139.0,2019-01-22 06:07:00,2,0.0,0.0,35147.5,41676,2,0
13.66.139.0,2019-01-22 06:10:00,3,0.0,0.0,39614.0,43288,3,0
13.66.139.0,2019-01-22 06:16:00,1,0.0,0.0,37091.0,37091,1,0
13.66.139.0,2019-01-22 06:22:00,1,0.0,0.0,38074.0,38074,1,0
13.66.139.0,2019-01-22 06:29:00,2,0.0,0.0,40791.5,40800,2,0
13.66.139.0,2019-01-22 06:32:00,2,0.0,0.0,36439.0,41332,2,0
13.66.139.0,2019-01-22 06:36:00,1,0.0,0.0,40743.0,40743,1,0
13.66.139.0,2019-01-22 06:37:00,1,0.0,0.0,41222.0,41222,1,0
13.66.139.0,2019-01-22 06:40:00,1,0.0,0.0,31156.0,31156,1,0
13.66.139.0,2019-01-22 06:49:00,1,0.0,0.0,37126.0,37126,1,0
13.66.139.0,2019-01-22 06:54:00,1,0.0,0.0,42473.0,42473,1,0
13.66.139.0,2019-01-22 06:59:00,1,0.0,0.0,39997.0,39997,1,0
13.66.139.0,2019-01-22 07:00:00,1,0.0,0.0,41892.0,41892,1,0
13.66.139.0,2019-01-22 07:02:00,1,0.0,0.0,178.0,178,1,0
13.66.139.0,2019-01-22 07:11:00,1,0.0,0.0,42244.0,42244,1,0
13.66.139.0,2019-01-22 07:35:00,1,0.0,0.0,42149.0,42149,1,0
13.66.139.0,2019-01-22 07:43:00,1,0.0,0.0,42854.0,42854,1,0
13.66.139.0,2019-01-22 07:48:00,1,0.0,0.0,42895.0,42895,1,0
130.185.74.243,2019-01-22 03:57:00,17,0.0,0.0,32322.941176470587,42399,6,0
130.185.74.243,2019-01-22 03:58:00,54,0.0,0.0,32758.777777777777,43493,28,0
130.185.74.243,2019-01-22 03:59:00,36,0.0,0.0,30971.666666666668,32207,4,0
130.185.74.243,2019-01-22 04:00:00,44,0.0,0.0,31940.863636363636,43012,15,0
130.185.74.243,2019-01-22 04:01:00,47,0.0,0.0,32407.978723404256,42799,18,0
130.185.74.243,2019-01-22 04:02:00,3,0.0,0.0,29677.0,31376,3,0
130.185.74.243,2019-01-22 04:03:00,38,0.0,0.0,29476.157894736843,42339,18,0
130.185.74.243,2019-01-22 04:06:00,18,0.0,0.0,31148.166666666668,33963,14,0
130.185.74.243,2019-01-22 04:07:00,38,0.0,0.0,32691.92105263158,43215,32,0
130.185.74.243,2019-01-22 04:08:00,74,0.0,0.0,28841.756756756757,41013,62,0
130.185.74.243,2019-01-22 04:09:00,43,0.0,0.0,30933.162790697676,41453,20,0
130.185.74.243,2019-01-22 04:10:00,34,0.0,0.0,30235.176470588234,32384,18,0
130.185.74.243,2019-01-22 04:11:00,30,0.0,0.0,30337.7,32317,16,0
130.185.74.243,2019-01-22 04:12:00,34,0.0,0.0,30321.529411764706,32458,16,0
130.185.74.243,2019-01-22 04:13:00,35,0.0,0.0,30176.22857142857,32605,12,0
130.185.74.243,2019-01-22 04:14:00,40,0.0,0.0,28559.125,42467,24,0
130.185.74.243,2019-01-22 04:15:00,37,0.0,0.0,31145.675675675677,33603,17,0
130.185.74.243,2019-01-22 04:16:00,26,0.0,0.0,30617.653846153848,32374,15,0
130.185.74.243,2019-01-22 04:17:00,7,0.0,0.0,31583.0,33822,5,0
130.185.74.243,2019-01-22 04:18:00,2,0.0,0.0,32938.0,34039,1,0
130.185.74.243,2019-01-22 04:20:00,3,0.0,0.0,30446.0,32014,1,0
131.217.33.78,2019-01-22 06:49:00,49,0.0,0.0,18224.244897959183,185207,44,0
134.19.177.20,2019-01-22 08:00:00,1,0.0,0.0,482.0,482,1,0
134.19.177.21,2019-01-22 07:21:00,52,0.038461538461538464,0.0,23062.673076923078,185207,51,0
134.19.177.21,2019-01-22 07:22:00,106,0.02830188679245283,0.0,10762.707547169812,116467,97,0
134.19.177.21,2019-01-22 07:23:00,19,0.0,0.0,4716.736842105263,36443,9,0
134.19.177.21,2019-01-22 07:24:00,60,0.06666666666666667,0.0,9529.216666666667,109885,50,0
134.19.177.21,2019-01-22 07:25:00,33,0.12121212121212122,0.0,9567.787878787878,85337,27,0
134.19.177.21,2019-01-22 07:26:00,1,0.0,0.0,482.0,482,1,0
134.19.177.21,2019-01-22 07:27:00,25,0.08,0.0,8363.8,70301,17,0
134.19.177.21,2019-01-22 07:28:00,4,0.0,0.0,124.5,285,2,0
134.19.177.21,2019-01-22 07:29:00,5,0.0,0.0,918.4,4077,5,0
134.19.177.21,2019-01-22 07:30:00,4,0.0,0.0,142.0,249,3,0
134.19.177.21,2019-01-22 07:31:00,3,0.0,0.0,164.33333333333334,482,3,0
134.19.177.21,2019-01-22 07:32:00,44,0.045454545454545456,0.0,6361.977272727273,48419,43,0
134.19.177.21,2019-01-22 07:33:00,3,0.0,0.0,270.3333333333333,482,2,0
134.19.177.21,2019-01-22 07:34:00,34,0.058823529411764705,0.0,18394.79411764706,84163,20,0
134.19.177.21,2019-01-22 07:35:00,3,0.0,0.0,250.66666666666666,482,2,0
134.19.177.21,2019-01-22 07:37:00,1,0.0,0.0,482.0,482,1,0
134.19.177.21,2019-01-22 07:39:00,1,0.0,0.0,482.0,482,1,0
134.19.177.21,2019-01-22 07:41:00,1,0.0,0.0,482.0,482,1,0
134.19.177.21,2019-01-22 07:43:00,1,0.0,0.0,482.0,482,1,0
134.19.177.21,2019-01-22 07:46:00,1,0.0,0.0,482.0,482,1,0
134.19.177.21,2019-01-22 07:49:00,1,0.0,0.0,482.0,482,1,0
134.19.177.21,2019-01-22 07:51:00,1,0.0,0.0,482.0,482,1,0
134.19.177.21,2019-01-22 07:54:00,1,0.0,0.0,482.0,482,1,0
134.96.225.55,2019-01-22 06:14:00,5,0.0,0.0,75435.2,185207,5,0
136.243.245.91,2019-01-22 05:25:00,1,0.0,0.0,3997.0,3997,1,0
136.243.38.134,2019-01-22 06:11:00,1,0.0,0.0,0.0,0,1,0
138.68.164.113,2019-01-22 07:57:00,3,0.0,0.0,4173.0,4377,3,0
138.68.164.113,2019-01-22 07:58:00,1,0.0,0.0,3294.0,3294,1,0
138.68.164.113,2019-01-22 07:59:00,1,0.0,0.0,4119.0,4119,1,0
138.68.165.188,2019-01-22 07:26:00,2,0.0,0.0,2546.5,2604,2,0
138.68.165.188,2019-01-22 07:27:00,3,0.0,0.0,2373.3333333333335,2734,3,0
138.68.165.188,2019-01-22 07:28:00,1,0.0,0.0,2379.0,2379,1,0
138.68.165.213,2019-01-22 07:55:00,2,0.0,0.0,8732.0,9338,2,0
138.68.80.214,2019-01-22 07:40:00,1,0.0,0.0,10371.0,10371,1,0
138.68.87.131,2019-01-22 07:23:00,1,0.0,0.0,24650.0,24650,1,0
138.68.92.199,2019-01-22 06:05:00,1,0.0,0.0,3975.0,3975,1,0
139.59.134.23,2019-01-22 07:11:00,2,0.0,0.0,3634.5,3975,2,0
139.59.134.23,2019-01-22 07:17:00,1,0.0,0.0,3901.0,3901,1,0
139.59.134.23,2019-01-22 07:18:00,2,0.0,0.0,3356.0,3759,2,0
141.0.12.173,2019-01-22 04:31:00,2,0.0,0.0,6160.5,7155,2,0
141.226.36.70,2019-01-22 06:38:00,2,0.0,0.0,179065.5,210874,1,0
141.8.132.18,2019-01-22 06:13:00,1,1.0,0.0,134.0,134,1,0
142.93.110.18,2019-01-22 06:11:00,1,0.0,0.0,133.0,133,1,0
142.93.136.67,2019-01-22 06:18:00,1,0.0,0.0,5852.0,5852,1,0
142.93.142.213,2019-01-22 06:54:00,1,0.0,0.0,7064.0,7064,1,0
142.93.144.69,2019-01-22 07:50:00,2,0.0,0.0,3853.5,3997,2,0
142.93.144.69,2019-01-22 07:56:00,7,0.0,0.0,3588.714285714286,3965,7,0
142.93.173.122,2019-01-22 07:50:00,1,0.0,0.0,3294.0,3294,1,0
142.93.202.142,2019-01-22 07:32:00,29,0.0,0.0,7923.931034482759,61206,29,0
142.93.202.142,2019-01-22 07:33:00,4,0.0,0.0,19690.5,62894,4,0
142.93.236.9,2019-01-22 07:39:00,2,0.0,0.0,8108.5,11235,2,0
142.93.236.9,2019-01-22 07:42:00,1,0.0,0.0,3406.0,3406,1,0
142.93.39.36,2019-01-22 07:40:00,3,0.0,0.0,4173.0,4377,3,0
142.93.43.237,2019-01-22 05:44:00,1,0.0,0.0,133.0,133,1,0
143.255.155.18,2019-01-22 06:55:00,2,0.0,0.0,17900.0,35622,1,0
144.76.119.99,2019-01-22 04:44:00,4,0.25,0.0,121488.25,485533,2,0
144.76.119.99,2019-01-22 04:45:00,5,0.4,0.0,13337.0,33658,3,0
144.76.119.99,2019-01-22 04:46:00,1,1.0,0.0,33665.0,33665,1,0
144.76.119.99,2019-01-22 04:47:00,4,0.0,0.0,23611.75,34278,4,0
144.76.119.99,2019-01-22 04:48:00,3,0.0,0.0,20680.666666666668,32233,3,0
144.76.119.99,2019-01-22 04:49:00,3,0.0,0.0,32037.0,32813,3,0
144.76.119.99,2019-01-22 04:50:00,5,0.0,0.0,25967.0,34100,5,0
144.76.119.99,2019-01-22 04:51:00,5,0.0,0.0,31521.2,32424,5,0
144.76.119.99,2019-01-22 04:52:00,4,0.0,0.0,23913.0,33718,4,0
144.76.119.99,2019-01-22 04:53:00,3,0.0,0.0,32069.666666666668,33052,3,0
144.76.119.99,2019-01-22 04:54:00,3,0.0,0.0,10550.0,31650,3,0
144.76.119.99,2019-01-22 04:55:00,3,0.0,0.0,31061.666666666668,32385,3,0
144.76.119.99,2019-01-22 04:56:00,3,0.0,0.0,20905.0,31494,3,0
144.76.119.99,2019-01-22 04:57:00,3,0.0,0.0,20419.0,31503,3,0
144.76.119.99,2019-01-22 04:58:00,6,0.0,0.0,20555.166666666668,31492,6,0
144.76.119.99,2019-01-22 04:59:00,3,0.0,0.0,42420.0,43346,3,0
145.239.0.157,2019-01-22 07:57:00,1,0.0,0.0,8126.0,8126,1,0
145.239.66.107,2019-01-22 08:01:00,1,0.0,0.0,178.0,178,1,0
146.185.132.18,2019-01-22 07:45:00,1,0.0,0.0,3975.0,3975,1,0
146.185.132.18,2019-01-22 07:46:00,1,0.0,0.0,4167.0,4167,1,0
146.185.133.111,2019-01-22 04:52:00,60,0.0,0.0,13883.766666666666,106246,58,0
146.185.133.111,2019-01-22 04:53:00,22,0.0,0.0,8538.272727272728,64544,22,0
146.185.133.111,2019-01-22 04:54:00,20,0.0,0.0,6917.25,19447,17,0
146.185.133.111,2019-01-22 04:55:00,9,0.0,0.0,27711.666666666668,64542,9,0
146.185.133.111,2019-01-22 04:56:00,24,0.0,0.0,7356.333333333333,19918,23,0
146.185.133.111,2019-01-22 04:57:00,35,0.0,0.0,7836.342857142857,45084,34,0
146.185.136.246,2019-01-22 05:16:00,14,0.0,0.0,10163.07142857143,39456,13,0
146.185.138.203,2019-01-22 04:24:00,1,0.0,0.0,3975.0,3975,1,0
146.185.149.152,2019-01-22 05:27:00,2,0.0,0.0,8565.5,17131,2,0
146.185.149.152,2019-01-22 05:28:00,61,0.0,0.0,16519.081967213115,69159,59,0
146.185.149.152,2019-01-22 05:30:00,18,0.0,0.0,10267.666666666666,22746,15,0
146.185.151.113,2019-01-22 07:58:00,1,0.0,0.0,7963.0,7963,1,0
