ip,time_window,request_count,error_4xx_rate,error_5xx_rate,avg_payload_bytes,max_payload_bytes,unique_uri_count,suspicious_flag_count,Label,Anomaly_Score,Sample_URI
185.71.195.66,2019-01-22 06:15:00,158,0.0,0.0,8504.87341772152,185207,158,0,-1,-0.05737597111383386,/image/202/brand
46.4.203.149,2019-01-22 04:17:00,1,0.0,0.0,546329.0,546329,1,0,-1,-0.057327876011244894,/product/28332/57152/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-26
46.4.203.149,2019-01-22 04:44:00,1,0.0,0.0,546787.0,546787,1,0,-1,-0.057327876011244894,/product/18397/37226/%D9%82%D9%86%D8%AF%D8%A7%D9%86-%D9%85%DB%8C%D9%86%D8%A7%DA%A9%D8%A7%D8%B1%DB%8C-%D9%87%D9%86%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D9%85%D8%AA%D9%88%D8%B3%D8%B7-%D8%B7%D8%B1%D8%AD-2
46.4.203.149,2019-01-22 05:11:00,1,0.0,0.0,546558.0,546558,1,0,-1,-0.057327876011244894,/product/17030/32617/%D8%B4%DB%8C%D8%B1-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D9%87%D8%B1%D9%85%DB%8C-%D8%B1%D8%A7%D8%B3%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%AF%D8%B1%D9%86%D8%A7R221-2
46.4.203.149,2019-01-22 05:35:00,1,0.0,0.0,548107.0,548107,1,0,-1,-0.057327876011244894,/product/13503/22658/%DA%AF%D9%84%D8%A7%D8%A8-%D9%BE%D8%A7%D8%B4-%D9%85%DB%8C%D9%86%D8%A7%DA%A9%D8%A7%D8%B1%DB%8C-%D9%87%D9%86%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%AA%D9%86%DA%AF-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%B1-%D8%B7%D8%B1%D8%AD-%D9%BE%DB%8C%DA%86-%D9%85%DB%8C%D9%86%D8%A7-%DA%A9%D8%A7%D8%B1%DB%8C
46.4.203.149,2019-01-22 07:57:00,1,0.0,0.0,551527.0,551527,1,0,-1,-0.057327876011244894,/product/3670/722/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%A8%D8%A7%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%A7%D8%B3%D9%86%D9%88%D8%A7-%D9%85%D8%AF%D9%84-SR-SL933LT
46.4.203.149,2019-01-22 07:45:00,1,0.0,0.0,549095.0,549095,1,0,-1,-0.057327876011244894,/product/8977/11663/%D8%A2%D8%A8%DA%AF%D8%B1%D9%85%DA%A9%D9%86-%D8%AF%DB%8C%D9%88%D8%A7%D8%B1%DB%8C-%D8%A8%D9%88%D8%AA%D8%A7%D9%86-%D9%85%D8%AF%D9%84-B3215i-%D8%A2%DB%8C%D9%88%D9%86%D8%A7%DB%8C%D8%B2
46.4.203.149,2019-01-22 04:34:00,1,0.0,0.0,547362.0,547362,1,0,-1,-0.057327876011244894,/product/13788/23208/%DA%AF%D9%84%D8%AF%D8%A7%D9%86-%D9%82%D9%84%D9%85-%D8%B2%D9%86%DB%8C-%D9%87%D9%86%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%AD%D9%82%D9%87-%D8%A7%DB%8C-%D8%B7%D8%B1%D8%AD-%DA%AF%D9%84-%D9%85%D8%B1%D8%BA-1
220.181.108.117,2019-01-22 06:46:00,1,0.0,0.0,547462.0,547462,1,0,-1,-0.057327876011244894,/product/2529/%D8%B3%D8%B1%D8%AE+%DA%A9%D9%86+%D8%A8%D8%AF%D9%88%D9%86+%D8%B1%D9%88%D8%BA%D9%86+%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3+%D9%85%D8%AF%D9%84+HD9220
220.181.108.88,2019-01-22 06:14:00,1,0.0,0.0,547805.0,547805,1,0,-1,-0.057327876011244894,/product/32784/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-%D8%B3%D8%A7%D9%85-%D9%85%D8%AF%D9%84-Sam-Front-Control-Dishwasher-T1305
46.4.203.149,2019-01-22 04:32:00,1,0.0,0.0,551112.0,551112,1,0,-1,-0.057327876011244894,/product/17048/32655/%D8%B4%DB%8C%D8%B1-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D9%87%D8%B1%D9%85%DB%8C-%D8%B1%D8%A7%D8%B3%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%B4%D8%A8%D9%86%D9%85R263
196.64.216.172,2019-01-22 05:06:00,4,0.25,0.0,177753.0,494594,2,0,-1,-0.05730564355269496,/wp-login.php
46.4.203.149,2019-01-22 04:18:00,1,0.0,0.0,534900.0,534900,1,0,-1,-0.05683104075862355,/product/18477/37388/%D9%88%D8%A7%D9%86-%D8%AD%D9%85%D8%A7%D9%85-%D9%BE%D8%B1%D8%B4%DB%8C%D9%86-%D9%85%D8%AF%D9%84-%D8%A7%D9%84%D8%A8%D8%A7-170
46.4.203.149,2019-01-22 04:29:00,1,0.0,0.0,533793.0,533793,1,0,-1,-0.05683104075862355,/product/18584/37750/%D9%88%D8%A7%D9%86-%D8%AC%DA%A9%D9%88%D8%B2%DB%8C-%D9%BE%D8%B1%D8%B4%DB%8C%D9%86-%D9%85%D8%AF%D9%84-%D9%85%D8%A7%D8%B1%DB%8C%D9%86%D8%A7
46.4.203.149,2019-01-22 06:58:00,1,0.0,0.0,538920.0,538920,1,0,-1,-0.05683104075862355,/product/28992/58111/%D8%B3%D8%AA-%D8%B5%D9%86%D8%AF%D9%84%DB%8C-%D8%B1%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%86%DB%8C-%D9%86%DB%8C%D9%84%D9%BE%D8%B1-%D9%85%D8%AF%D9%84-R315X4
46.4.203.149,2019-01-22 06:57:00,1,0.0,0.0,538215.0,538215,1,0,-1,-0.05683104075862355,/product/13800/23228/%D8%B3%DB%8C%D9%86%DB%8C-%D9%82%D9%84%D9%85-%D8%B2%D9%86%DB%8C-%D9%87%D9%86%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%B5%D9%88%D8%B1%D8%AA-%D8%A8%D8%B2%D9%85%DB%8C
46.4.203.149,2019-01-22 04:09:00,1,0.0,0.0,536918.0,536918,1,0,-1,-0.05683104075862355,/product/13810/23244/%D8%A2%DB%8C%D9%86%D9%87-%D9%88-%D8%B4%D9%85%D8%B9%D8%AF%D8%A7%D9%86-%D9%85%DB%8C%D9%86%D8%A7%DA%A9%D8%A7%D8%B1%DB%8C-%D9%87%D9%86%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%A2%DB%8C%D9%86%D9%87-%D8%AA%D8%A7%D8%AC-%D8%AF%D8%A7%D8%B1
46.4.203.149,2019-01-22 04:08:00,1,0.0,0.0,531419.0,531419,1,0,-1,-0.05683104075862355,/product/28372/57198/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A8%DB%8C%D9%85%DA%A9%D8%AB-%D9%85%D8%AF%D9%84-MG0031
46.4.203.149,2019-01-22 05:49:00,1,0.0,0.0,540299.0,540299,1,0,-1,-0.05683104075862355,/product/18174/36762/%DA%A9%D8%A7%D8%B3%D9%87-%D9%88-%D8%A8%D8%B4%D9%82%D8%A7%D8%A8-%D9%85%DB%8C%D9%86%D8%A7%DA%A9%D8%A7%D8%B1%DB%8C-%D9%87%D9%86%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%DA%A9%D8%B4%DA%A9%D9%88%D9%84%DB%8C
46.4.203.149,2019-01-22 06:31:00,1,0.0,0.0,535595.0,535595,1,0,-1,-0.05683104075862355,/product/26889/54918/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%B3%DB%8C%D9%86%D8%AC%D8%B1-%D9%85%D8%AF%D9%84-Pearl-SRF12-W
46.4.203.149,2019-01-22 04:16:00,1,0.0,0.0,530974.0,530974,1,0,-1,-0.05683104075862355,/product/32320/62628/%DA%A9%D9%88%D9%84%D8%B1-%D8%A2%D8%A8%DB%8C-%D8%AB%D8%A7%D8%A8%D8%AA-%D8%A8%D8%B1%D9%81%D8%A7%D8%A8-%D9%85%D8%AF%D9%84-BF3-R
110.23.220.125,2019-01-22 06:36:00,4,0.25,0.0,177286.5,493276,2,0,-1,-0.056808823337163306,/wp-login.php
178.128.0.34,2019-01-22 06:42:00,4,0.25,0.0,177443.25,493903,2,0,-1,-0.056808823337163306,/
5.218.186.115,2019-01-22 07:57:00,147,0.0,0.0,6747.578231292517,185207,147,0,-1,-0.055361478193464375,/static/images/third-party/footer.png
188.212.99.130,2019-01-22 07:25:00,179,0.0055865921787709,0.0,8614.687150837988,94646,167,0,-1,-0.054932747021910755,/static/images/filter-arrow-down.png
46.4.203.149,2019-01-22 04:22:00,2,0.0,0.0,552026.0,578360,2,0,-1,-0.05409713928074711,/product/11936/18947/%D8%B5%D9%86%D8%AF%D9%84%DB%8C-%DA%A9%D8%A7%D8%B1%D9%85%D9%86%D8%AF%DB%8C-%D9%86%DB%8C%D9%84%D9%BE%D8%B1-%D9%85%D8%AF%D9%84-SK601B
46.4.203.149,2019-01-22 04:11:00,2,0.0,0.0,541396.0,544626,2,0,-1,-0.05360248916108623,/product/1318/3791/%D9%85%D8%AE%D9%84%D9%88%D8%B7-%DA%A9%D9%86-%D9%88-%D8%A2%D8%B3%DB%8C%D8%A7%D8%A8-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-BG-300P
46.4.203.149,2019-01-22 04:15:00,3,0.0,0.0,551496.3333333334,573469,3,0,-1,-0.052716612839401544,/product/18453/37320/%D8%AE%D8%A7%D8%AA%D9%85-%DA%A9%D8%A7%D8%B1%DB%8C-%D9%87%D9%86%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%DA%AF%D9%84%D8%AF%D8%A7%D9%86-%D8%B7%D8%B1%D8%AD-1
46.4.203.149,2019-01-22 07:55:00,3,0.0,0.0,550654.6666666666,554187,3,0,-1,-0.0522228964491287,/product/28187/56953/%D9%87%D9%88%D8%AF-%D9%85%D8%AE%D9%81%DB%8C-%D8%AF%D8%A7%D8%AA%DB%8C%D8%B3-%D9%85%D8%AF%D9%84-%D9%BE%DB%8C%D8%A7%D9%86%DB%8C
46.4.203.149,2019-01-22 04:59:00,1,0.0,0.0,526655.0,526655,1,0,-1,-0.0515117901229859,/product/18507/37508/%D9%88%D8%A7%D9%86-%D8%AD%D9%85%D8%A7%D9%85-%D9%BE%D8%B1%D8%B4%DB%8C%D9%86-%D9%85%D8%AF%D9%84-%D8%B4%D8%A7%D8%B1%DB%8C%D8%B3
77.237.187.102,2019-01-22 07:49:00,167,0.0119760479041916,0.0,6445.796407185629,91935,158,0,-1,-0.0511377010399392,/image/34195/productModel/150x150
77.104.99.174,2019-01-22 07:48:00,136,0.0,0.0,6057.705882352941,185207,136,0,-1,-0.050913976782447024,/image/62/productTypeMenu
207.46.13.9,2019-01-22 06:02:00,13,0.0,0.0,67088.61538461539,458044,12,1,-1,-0.050803843124761494,/filter/b1%2Cb277%2Cb343%2Cb36%2Cb504%2Cb67
23.101.169.3,2019-01-22 06:21:00,135,0.0,0.0,5011.933333333333,185207,135,0,-1,-0.049929315558812526,/image/12129/productTypeMenu
188.118.104.29,2019-01-22 07:53:00,138,0.0,0.0,11707.130434782608,185207,126,0,-1,-0.0483381325233051,/image/1195/article/100x100
23.101.169.3,2019-01-22 05:22:00,134,0.0,0.0,7488.574626865671,185207,114,0,-1,-0.04750220854256215,/image/50714/productModel/150x150
52.162.211.179,2019-01-22 06:19:00,130,0.0,0.0,4683.430769230769,185207,130,0,-1,-0.04698331378131271,/static/images/prev.png
