window,total_requests,unique_ip_count,unique_url_count,avg_url_length,max_url_length,avg_response_bytes,std_response_bytes,error_4xx_ratio,error_5xx_ratio,suspicious_uri_count,suspicious_uri_ratio,avg_request_interval,avg_requests_per_ip,max_requests_per_ip,method_ratio_GET,method_ratio_HEAD,method_ratio_OPTIONS,method_ratio_POST
2019-01-22 04:24:00,249,36,231,64.88353413654619,385,17302.89156626506,40177.08720304721,0.01606425702811245,0.0,1,0.004016064257028112,44.096385542168676,6.916666666666667,108,0.9919678714859438,0.008032128514056224,0.0,0.0
2019-01-22 04:25:00,291,44,257,67.45360824742268,465,20227.556701030928,25550.29071902991,0.01718213058419244,0.0,1,0.003436426116838488,40.41237113402062,6.613636363636363,92,0.9690721649484536,0.030927835051546393,0.0,0.0
2019-01-22 04:26:00,141,29,127,89.0354609929078,465,21143.54609929078,16494.455152944654,0.02127659574468085,0.0,2,0.014184397163120567,49.361702127659576,4.862068965517241,25,1.0,0.0,0.0,0.0
2019-01-22 04:27:00,136,36,114,95.63235294117646,469,25911.647058823528,22498.38713380713,0.029411764705882353,0.0,0,0.0,21.176470588235293,3.7777777777777777,29,1.0,0.0,0.0,0.0
2019-01-22 04:28:00,252,28,191,74.36111111111111,383,21839.650793650795,41029.01028930385,0.01984126984126984,0.0,0,0.0,15.238095238095237,9.0,93,1.0,0.0,0.0,0.0
2019-01-22 04:29:00,238,40,199,77.51680672268908,422,20626.33613445378,39167.3798380771,0.008403361344537815,0.0,0,0.0,43.109243697478995,5.95,37,0.9915966386554622,0.008403361344537815,0.0,0.0
2019-01-22 04:30:00,205,38,164,82.55121951219512,493,20221.156097560975,24679.526576580465,0.004878048780487805,0.0,0,0.0,51.51219512195122,5.394736842105263,42,0.9658536585365853,0.03414634146341464,0.0,0.0
2019-01-22 04:31:00,181,32,166,86.05524861878453,474,20242.690607734807,20339.94058751757,0.011049723756906077,0.0,1,0.0055248618784530384,42.76243093922652,5.65625,34,0.988950276243094,0.0055248618784530384,0.0,0.0055248618784530384
2019-01-22 04:32:00,232,42,174,76.79310344827586,613,20586.90948275862,41761.43301647076,0.01293103448275862,0.0,0,0.0,55.86206896551724,5.523809523809524,49,1.0,0.0,0.0,0.0
2019-01-22 04:33:00,314,42,262,76.10509554140127,474,23202.684713375795,49325.862468563995,0.044585987261146494,0.0,0,0.0,42.22929936305732,7.476190476190476,94,0.9840764331210191,0.01592356687898089,0.0,0.0
2019-01-22 04:34:00,201,34,164,89.56218905472637,591,27908.079601990048,44949.13667150496,0.03980099502487562,0.0,0,0.0,43.582089552238806,5.911764705882353,40,0.9751243781094527,0.024875621890547265,0.0,0.0
2019-01-22 04:35:00,488,34,333,56.872950819672134,481,16382.618852459016,29046.031356359737,0.010245901639344262,0.0,0,0.0,14.508196721311476,14.352941176470589,239,0.9836065573770492,0.01639344262295082,0.0,0.0
2019-01-22 04:36:00,334,36,265,59.55988023952096,481,16303.859281437126,18551.735104203475,0.014970059880239521,0.0,0,0.0,20.65868263473054,9.277777777777779,76,0.9760479041916168,0.0029940119760479044,0.0,0.020958083832335328
2019-01-22 04:37:00,258,40,214,71.75581395348837,488,19169.375968992248,24430.0763710683,0.011627906976744186,0.0,0,0.0,42.7906976744186,6.45,58,0.9922480620155039,0.003875968992248062,0.0,0.003875968992248062
2019-01-22 04:38:00,209,44,166,102.99043062200957,488,22971.047846889953,22833.533572181295,0.009569377990430622,0.0,0,0.0,62.00956937799043,4.75,32,0.9760765550239234,0.014354066985645933,0.0,0.009569377990430622
2019-01-22 04:39:00,314,42,253,81.69108280254777,495,18286.079617834395,20007.710847996263,0.054140127388535034,0.0,0,0.0,33.05732484076433,7.476190476190476,103,0.9936305732484076,0.006369426751592357,0.0,0.0
2019-01-22 04:40:00,345,43,283,69.5768115942029,481,19096.646376811594,36987.85927939412,0.011594202898550725,0.0,0,0.0,51.47826086956522,8.023255813953488,77,0.9652173913043478,0.03188405797101449,0.0,0.002898550724637681
2019-01-22 04:41:00,240,38,203,78.0875,495,22140.9875,53054.23245503745,0.0125,0.0,1,0.004166666666666667,45.0,6.315789473684211,53,0.9875,0.0125,0.0,0.0
2019-01-22 04:42:00,267,32,208,63.43445692883895,489,17552.50936329588,19943.787255507847,0.0149812734082397,0.0,0,0.0,17.078651685393258,8.34375,52,0.9925093632958801,0.003745318352059925,0.0,0.003745318352059925
2019-01-22 04:43:00,307,35,235,68.92833876221498,485,22572.8664495114,26436.40321586714,0.016286644951140065,0.0,0,0.0,40.26058631921824,8.771428571428572,65,0.9869706840390879,0.013029315960912053,0.0,0.0
2019-01-22 04:44:00,206,44,167,74.66019417475728,670,25175.40776699029,53634.0768825443,0.038834951456310676,0.0,0,0.0,33.786407766990294,4.681818181818182,30,0.9902912621359223,0.009708737864077669,0.0,0.0
2019-01-22 04:45:00,351,41,282,53.08831908831909,644,13832.529914529914,23763.262378568175,0.03418803418803419,0.0,1,0.002849002849002849,32.99145299145299,8.560975609756097,89,0.9743589743589743,0.02564102564102564,0.0,0.0
2019-01-22 04:46:00,245,51,200,73.24897959183673,495,20475.938775510203,24029.73651302862,0.02857142857142857,0.0,0,0.0,72.9795918367347,4.803921568627451,53,0.9959183673469387,0.004081632653061225,0.0,0.0
2019-01-22 04:47:00,206,57,155,56.101941747572816,481,20833.606796116506,39474.48481278608,0.043689320388349516,0.0,0,0.0,100.19417475728156,3.6140350877192984,31,0.970873786407767,0.009708737864077669,0.0,0.019417475728155338
2019-01-22 04:48:00,390,42,240,60.297435897435896,458,22142.96153846154,45856.078488747014,0.023076923076923078,0.0,0,0.0,34.0,9.285714285714286,102,0.9871794871794872,0.01282051282051282,0.0,0.0
2019-01-22 04:49:00,238,40,205,82.62605042016807,474,20826.4243697479,21972.673560808835,0.025210084033613446,0.0,0,0.0,66.80672268907563,5.95,44,0.9873949579831933,0.012605042016806723,0.0,0.0
2019-01-22 04:50:00,151,38,126,104.72847682119205,495,23194.139072847684,16630.46269632517,0.019867549668874173,0.0,0,0.0,71.12582781456953,3.973684210526316,29,0.9536423841059603,0.046357615894039736,0.0,0.0
2019-01-22 04:51:00,180,36,160,86.2611111111111,460,23029.93888888889,17386.001531176014,0.03888888888888889,0.0,0,0.0,83.0,5.0,30,1.0,0.0,0.0,0.0
2019-01-22 04:52:00,272,42,224,70.11397058823529,478,21193.665441176472,20035.435952585773,0.011029411764705883,0.0,0,0.0,55.588235294117645,6.476190476190476,60,1.0,0.0,0.0,0.0
2019-01-22 04:53:00,231,37,191,94.80086580086581,453,22882.26406926407,19455.5126184677,0.008658008658008658,0.0,0,0.0,42.5974025974026,6.243243243243243,35,0.9913419913419913,0.008658008658008658,0.0,0.0
2019-01-22 04:54:00,314,33,249,63.86624203821656,401,18692.87898089172,23158.508186336563,0.01910828025477707,0.0,0,0.0,8.598726114649681,9.515151515151516,76,0.9968152866242038,0.0031847133757961785,0.0,0.0
2019-01-22 04:55:00,182,37,158,70.28571428571429,408,22686.994505494506,20023.898221736068,0.027472527472527472,0.0,0,0.0,151.64835164835165,4.918918918918919,34,0.9615384615384616,0.038461538461538464,0.0,0.0
2019-01-22 04:56:00,218,38,189,73.62844036697248,490,19894.75229357798,16329.402608805945,0.05504587155963303,0.0,0,0.0,92.20183486238533,5.7368421052631575,39,1.0,0.0,0.0,0.0
2019-01-22 04:57:00,206,31,185,82.95631067961165,408,22497.805825242718,27553.28341624225,0.0,0.0,0,0.0,32.03883495145631,6.645161290322581,45,1.0,0.0,0.0,0.0
2019-01-22 04:58:00,209,34,178,81.44976076555024,497,21790.727272727272,16809.275018608732,0.009569377990430622,0.0,0,0.0,84.11483253588517,6.147058823529412,52,0.9904306220095693,0.009569377990430622,0.0,0.0
2019-01-22 04:59:00,190,51,171,70.76315789473684,497,24250.836842105262,48411.612388918955,0.015789473684210527,0.0,0,0.0,176.21052631578948,3.7254901960784315,59,0.9894736842105263,0.010526315789473684,0.0,0.0
2019-01-22 05:00:00,211,40,165,87.1563981042654,1175,18379.696682464455,22894.449415335806,0.05687203791469194,0.0,0,0.0,60.28436018957346,5.275,47,0.966824644549763,0.03317535545023697,0.0,0.0
2019-01-22 05:01:00,175,47,147,81.20571428571428,415,25464.76,16159.442171634233,0.02857142857142857,0.0,2,0.011428571428571429,123.77142857142857,3.723404255319149,40,1.0,0.0,0.0,0.0
2019-01-22 05:02:00,520,47,404,54.78076923076923,504,17027.59423076923,29101.34514935178,0.0038461538461538464,0.0,1,0.0019230769230769232,44.53846153846154,11.063829787234043,92,1.0,0.0,0.0,0.0
2019-01-22 05:03:00,327,42,259,66.90519877675841,497,22916.2996941896,53778.739539999755,0.03058103975535168,0.0,1,0.0030581039755351682,53.211009174311926,7.785714285714286,66,0.9785932721712538,0.021406727828746176,0.0,0.0
2019-01-22 05:04:00,214,46,191,99.02803738317758,504,25344.429906542056,17681.712756729645,0.014018691588785047,0.0,0,0.0,118.8785046728972,4.6521739130434785,40,0.985981308411215,0.009345794392523364,0.0,0.004672897196261682
2019-01-22 05:05:00,249,45,215,75.09236947791165,504,20362.128514056225,20746.82684422814,0.020080321285140562,0.0,0,0.0,120.96385542168674,5.533333333333333,48,0.9598393574297188,0.028112449799196786,0.0,0.012048192771084338
2019-01-22 05:06:00,229,47,203,82.97379912663756,502,25751.489082969434,38754.83383066175,0.008733624454148471,0.0,1,0.004366812227074236,67.07423580786026,4.872340425531915,48,1.0,0.0,0.0,0.0
2019-01-22 05:07:00,266,39,202,70.93233082706767,502,22943.834586466164,25237.730985437047,0.007518796992481203,0.0,0,0.0,40.82706766917293,6.82051282051282,96,0.9962406015037594,0.0,0.0,0.0037593984962406013
2019-01-22 05:08:00,201,36,177,89.8457711442786,496,24337.915422885573,23921.771574400816,0.0,0.0,0,0.0,65.07462686567165,5.583333333333333,52,0.9850746268656716,0.009950248756218905,0.0,0.004975124378109453
2019-01-22 05:09:00,244,44,193,70.61475409836065,483,21262.340163934427,23811.64004586697,0.036885245901639344,0.0,0,0.0,63.19672131147541,5.545454545454546,40,0.9672131147540983,0.00819672131147541,0.0,0.02459016393442623
2019-01-22 05:10:00,134,36,113,74.01492537313433,436,22924.201492537315,17554.877605841863,0.05970149253731343,0.05223880597014925,0,0.0,110.14925373134328,3.7222222222222223,21,0.9328358208955224,0.03731343283582089,0.0,0.029850746268656716
2019-01-22 05:11:00,175,38,98,61.09142857142857,274,29831.46285714286,43453.46019365746,0.07428571428571429,0.005714285714285714,0,0.0,75.08571428571429,4.605263157894737,83,0.9771428571428571,0.022857142857142857,0.0,0.0
2019-01-22 05:12:00,169,41,137,83.57396449704142,436,26990.59171597633,45537.32305945967,0.011834319526627219,0.0,0,0.0,95.50295857988165,4.121951219512195,44,1.0,0.0,0.0,0.0
2019-01-22 05:13:00,320,38,281,65.1,428,16672.6,19596.876975201714,0.003125,0.0,0,0.0,69.0,8.421052631578947,125,0.99375,0.00625,0.0,0.0
2019-01-22 05:14:00,146,41,115,76.70547945205479,475,24233.479452054795,18515.289430804783,0.02054794520547945,0.0,0,0.0,106.84931506849315,3.5609756097560976,24,0.9863013698630136,0.0136986301369863,0.0,0.0
2019-01-22 05:15:00,199,39,152,81.58793969849246,492,25635.849246231155,22901.27984221629,0.05025125628140704,0.0,0,0.0,96.78391959798995,5.102564102564102,35,0.9849246231155779,0.01507537688442211,0.0,0.0
2019-01-22 05:16:00,133,36,103,63.13533834586466,496,20751.51879699248,16468.980201358856,0.007518796992481203,0.0,0,0.0,99.24812030075188,3.6944444444444446,23,0.9924812030075187,0.007518796992481203,0.0,0.0
2019-01-22 05:17:00,149,36,116,80.96644295302013,526,26033.28187919463,27451.737267941997,0.0,0.0,0,0.0,50.33557046979866,4.138888888888889,26,0.9798657718120806,0.020134228187919462,0.0,0.0
2019-01-22 05:18:00,279,45,230,69.54121863799283,503,20881.247311827956,24279.403254368855,0.007168458781362007,0.0,0,0.0,76.55913978494624,6.2,82,0.992831541218638,0.007168458781362007,0.0,0.0
2019-01-22 05:19:00,233,46,194,68.91845493562232,483,21102.64806866953,22343.768955250376,0.03862660944206009,0.0,0,0.0,72.61802575107296,5.065217391304348,35,0.9914163090128756,0.008583690987124463,0.0,0.0
2019-01-22 05:20:00,269,48,225,69.28624535315986,503,18286.118959107807,18153.18631854052,0.022304832713754646,0.0,0,0.0,68.92193308550186,5.604166666666667,79,0.9888475836431226,0.011152416356877323,0.0,0.0
2019-01-22 05:21:00,355,49,262,58.292957746478876,488,18545.971830985916,24752.6217789431,0.005633802816901409,0.0,1,0.0028169014084507044,75.88732394366197,7.244897959183674,170,0.9915492957746479,0.008450704225352112,0.0,0.0
2019-01-22 05:22:00,331,43,259,54.561933534743204,488,18309.16314199396,26500.871304897864,0.012084592145015106,0.0,1,0.0030211480362537764,23.021148036253777,7.6976744186046515,134,0.9879154078549849,0.012084592145015106,0.0,0.0
2019-01-22 05:23:00,181,43,142,83.00552486187846,685,27596.75690607735,21176.882606499614,0.03314917127071823,0.0,0,0.0,57.01657458563536,4.209302325581396,42,0.988950276243094,0.011049723756906077,0.0,0.0
2019-01-22 05:24:00,272,43,237,64.05147058823529,482,24060.095588235294,23426.529452368974,0.04044117647058824,0.0,0,0.0,92.86764705882354,6.325581395348837,55,0.9926470588235294,0.007352941176470588,0.0,0.0
2019-01-22 05:25:00,229,44,167,67.33187772925764,496,25158.183406113538,26062.526910440636,0.034934497816593885,0.0,3,0.013100436681222707,116.85589519650655,5.204545454545454,60,0.9868995633187773,0.013100436681222707,0.0,0.0
2019-01-22 05:26:00,205,38,173,69.91707317073171,659,20695.712195121952,20610.403786563573,0.024390243902439025,0.0,0,0.0,104.1951219512195,5.394736842105263,35,0.9853658536585366,0.014634146341463415,0.0,0.0
2019-01-22 05:27:00,306,43,223,60.55555555555556,482,19015.42483660131,20591.752769190065,0.05228758169934641,0.0,0,0.0,73.52941176470588,7.116279069767442,51,0.9967320261437909,0.0032679738562091504,0.0,0.0
2019-01-22 05:28:00,287,32,219,61.041811846689896,496,21404.94425087108,24316.43432258754,0.006968641114982578,0.0,0,0.0,16.933797909407666,8.96875,64,0.9930313588850174,0.006968641114982578,0.0,0.0
2019-01-22 05:29:00,223,32,186,88.82062780269058,476,24666.995515695067,19434.104872920998,0.026905829596412557,0.0,1,0.004484304932735426,34.7085201793722,6.96875,35,0.9865470852017937,0.013452914798206279,0.0,0.0
2019-01-22 05:30:00,220,37,190,87.15454545454546,443,24528.55,20570.56911753796,0.05909090909090909,0.0,1,0.004545454545454545,99.27272727272727,5.945945945945946,26,0.9863636363636363,0.013636363636363636,0.0,0.0
2019-01-22 05:31:00,245,36,214,86.18367346938776,443,23908.326530612245,18194.052150953874,0.061224489795918366,0.0,0,0.0,89.14285714285714,6.805555555555555,53,0.9877551020408163,0.012244897959183673,0.0,0.0
2019-01-22 05:32:00,266,36,216,71.13533834586467,504,20704.4022556391,21717.84482461966,0.041353383458646614,0.0,0,0.0,86.61654135338345,7.388888888888889,35,0.9887218045112782,0.011278195488721804,0.0,0.0
2019-01-22 05:33:00,287,43,212,74.13937282229965,450,23667.797909407665,24182.56948108013,0.0627177700348432,0.0,0,0.0,75.6794425087108,6.674418604651163,48,0.9930313588850174,0.006968641114982578,0.0,0.0
2019-01-22 05:34:00,261,36,199,76.19157088122606,503,18265.287356321838,18162.26834332103,0.05747126436781609,0.0,0,0.0,55.172413793103445,7.25,50,0.9885057471264368,0.007662835249042145,0.0,0.0038314176245210726
2019-01-22 05:35:00,285,37,242,69.5578947368421,496,17855.79298245614,37664.42057030926,0.03859649122807018,0.0,0,0.0,127.57894736842105,7.702702702702703,76,0.9894736842105263,0.010526315789473684,0.0,0.0
2019-01-22 05:36:00,213,42,166,85.42723004694835,496,19760.563380281692,22448.399831024883,0.07511737089201878,0.0,0,0.0,129.29577464788733,5.071428571428571,41,0.9859154929577465,0.014084507042253521,0.0,0.0
2019-01-22 05:37:00,228,39,183,90.48245614035088,489,21217.741228070176,18428.858859469772,0.04824561403508772,0.0,0,0.0,64.73684210526316,5.846153846153846,60,0.9912280701754386,0.008771929824561403,0.0,0.0
2019-01-22 05:38:00,244,37,213,90.76229508196721,498,22780.196721311477,18674.732627540154,0.020491803278688523,0.0,0,0.0,85.32786885245902,6.594594594594595,31,0.9918032786885246,0.00819672131147541,0.0,0.0
2019-01-22 05:39:00,281,39,251,87.37722419928825,496,25317.085409252668,21225.345938115574,0.017793594306049824,0.0,0,0.0,106.12099644128114,7.205128205128205,57,0.9928825622775801,0.0071174377224199285,0.0,0.0
2019-01-22 05:40:00,216,36,170,97.55555555555556,670,19067.662037037036,17429.797825927057,0.06481481481481481,0.0,1,0.004629629629629629,35.27777777777778,6.0,41,0.9861111111111112,0.013888888888888888,0.0,0.0
2019-01-22 05:41:00,327,39,296,72.33333333333333,693,18464.238532110092,20403.648615237755,0.01529051987767584,0.0,0,0.0,69.35779816513761,8.384615384615385,88,0.9908256880733946,0.009174311926605505,0.0,0.0
2019-01-22 05:42:00,225,38,197,98.52,489,22370.782222222224,16183.720708897912,0.022222222222222223,0.0,0,0.0,135.46666666666667,5.921052631578948,44,0.9911111111111112,0.008888888888888889,0.0,0.0
2019-01-22 05:43:00,468,33,350,55.69230769230769,433,15683.905982905982,22918.130500917705,0.01282051282051282,0.0,0,0.0,39.87179487179487,14.181818181818182,93,0.9957264957264957,0.004273504273504274,0.0,0.0
2019-01-22 05:44:00,269,34,219,81.66542750929368,434,20307.490706319702,20932.80229234843,0.040892193308550186,0.0,1,0.0037174721189591076,15.613382899628252,7.911764705882353,45,0.9925650557620818,0.007434944237918215,0.0,0.0
2019-01-22 05:45:00,200,37,167,99.295,434,26093.01,17236.398743593185,0.05,0.0,1,0.005,147.6,5.405405405405405,33,0.985,0.015,0.0,0.0
2019-01-22 05:46:00,233,32,200,88.62231759656652,489,23449.905579399143,22517.50306427573,0.008583690987124463,0.0,1,0.004291845493562232,44.8068669527897,7.28125,52,0.9871244635193133,0.012875536480686695,0.0,0.0
2019-01-22 05:47:00,233,40,210,87.78540772532189,431,23755.064377682404,16533.691389313048,0.004291845493562232,0.0,1,0.004291845493562232,64.37768240343348,5.825,33,0.9957081545064378,0.004291845493562232,0.0,0.0
2019-01-22 05:48:00,248,37,214,93.4758064516129,438,26606.84677419355,16197.877457064511,0.016129032258064516,0.0,1,0.004032258064516129,82.01612903225806,6.702702702702703,37,0.9919354838709677,0.008064516129032258,0.0,0.0
2019-01-22 05:49:00,252,40,211,69.27380952380952,654,24883.325396825396,40218.91681433498,0.007936507936507936,0.0,0,0.0,63.095238095238095,6.3,32,0.9920634920634921,0.007936507936507936,0.0,0.0
2019-01-22 05:50:00,232,49,201,71.83620689655173,462,24689.133620689656,37416.674415498266,0.008620689655172414,0.0,1,0.004310344827586207,140.94827586206895,4.73469387755102,32,0.9870689655172413,0.01293103448275862,0.0,0.0
2019-01-22 05:51:00,294,41,271,73.88095238095238,644,17566.88775510204,19908.838871874617,0.01020408163265306,0.0,0,0.0,97.14285714285714,7.170731707317073,87,0.9897959183673469,0.01020408163265306,0.0,0.0
2019-01-22 05:52:00,241,39,208,66.30705394190872,438,20188.792531120333,17937.4367329461,0.012448132780082987,0.0,1,0.004149377593360996,99.83402489626556,6.17948717948718,34,0.991701244813278,0.008298755186721992,0.0,0.0
2019-01-22 05:53:00,196,40,162,90.5,444,23682.316326530614,16299.838953174494,0.01020408163265306,0.0,0,0.0,102.55102040816327,4.9,29,0.9897959183673469,0.01020408163265306,0.0,0.0
2019-01-22 05:54:00,223,46,192,79.56053811659193,727,22557.103139013452,17725.516560234628,0.017937219730941704,0.0,1,0.004484304932735426,157.66816143497758,4.8478260869565215,32,0.9910313901345291,0.008968609865470852,0.0,0.0
2019-01-22 05:55:00,208,51,179,58.28365384615385,701,21946.68269230769,26039.49509063411,0.02403846153846154,0.0,0,0.0,150.0,4.078431372549019,37,0.9855769230769231,0.014423076923076924,0.0,0.0
2019-01-22 05:56:00,245,34,215,65.29795918367347,437,18136.179591836735,20254.164835024327,0.02040816326530612,0.0,1,0.004081632653061225,113.87755102040816,7.205882352941177,70,0.9795918367346939,0.02040816326530612,0.0,0.0
2019-01-22 05:57:00,279,48,232,67.85663082437276,422,21065.06810035842,18088.353347164917,0.025089605734767026,0.0,1,0.0035842293906810036,111.82795698924731,5.8125,42,0.996415770609319,0.0035842293906810036,0.0,0.0
2019-01-22 05:58:00,258,38,190,68.06976744186046,433,22254.96899224806,21062.792252819097,0.015503875968992248,0.0,1,0.003875968992248062,74.4186046511628,6.7894736842105265,36,0.9922480620155039,0.007751937984496124,0.0,0.0
2019-01-22 05:59:00,259,38,214,84.92277992277992,458,23984.660231660233,39432.361571248315,0.015444015444015444,0.0,1,0.003861003861003861,9.72972972972973,6.815789473684211,32,0.9922779922779923,0.007722007722007722,0.0,0.0
2019-01-22 06:00:00,270,41,203,83.37037037037037,466,19196.38888888889,17638.77582115667,0.037037037037037035,0.0,1,0.003703703703703704,80.44444444444444,6.585365853658536,39,0.9851851851851852,0.011111111111111112,0.0,0.003703703703703704
2019-01-22 06:01:00,339,41,254,71.15634218289085,489,20207.309734513274,20664.524335948303,0.02064896755162242,0.0,0,0.0,44.424778761061944,8.268292682926829,64,0.9911504424778761,0.008849557522123894,0.0,0.0
