IP,total_requests,requests_per_minute,unique_url_count,avg_url_length,avg_response_bytes,total_response_bytes,status_4xx_ratio,status_5xx_ratio,error_ratio_4xx_5xx,suspicious_uri_count,suspicious_uri_ratio,avg_request_interval_sec,min_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST
5.217.174.115,117,0.4766754939906295,102,28.94017094017094,11919.880341880342,1394626,0.0,0.0,0.0,0,0.0,1.7327586206896552,0.0,1.0,0.0,0.0,0.0
5.119.234.148,116,0.47260134446934204,101,28.129310344827587,8318.336206896553,964927,0.0,0.0,0.0,0,0.0,1.791304347826087,0.0,1.0,0.0,0.0,0.0
188.226.166.190,116,0.47260134446934204,96,35.26724137931034,13050.51724137931,1513860,0.017241379310344827,0.0,0.017241379310344827,0,0.0,4.51304347826087,0.0,0.9827586206896551,0.0,0.0,0.017241379310344827
151.234.151.106,116,0.47260134446934204,103,28.698275862068964,6667.991379310345,773487,0.0,0.0,0.0,0,0.0,3.4608695652173913,0.0,0.9827586206896551,0.0,0.0,0.017241379310344827
5.209.203.60,115,0.4685271949480546,99,30.82608695652174,12165.426086956522,1399024,0.008695652173913044,0.0,0.008695652173913044,0,0.0,3.5,0.0,1.0,0.0,0.0,0.0
103.231.138.17,113,0.46037889590547976,88,29.707964601769913,17361.433628318584,1961842,0.008849557522123894,0.0,0.008849557522123894,0,0.0,2.4910714285714284,0.0,1.0,0.0,0.0,0.0
89.34.138.6,112,0.45630474638419233,92,33.61607142857143,8877.107142857143,994236,0.008928571428571428,0.017857142857142856,0.026785714285714284,0,0.0,14.72072072072072,0.0,1.0,0.0,0.0,0.0
89.36.16.12,112,0.45630474638419233,105,31.357142857142858,8049.517857142857,901546,0.0,0.0,0.0,0,0.0,0.5135135135135135,0.0,0.9732142857142857,0.0,0.0,0.026785714285714284
213.217.50.41,112,0.45630474638419233,108,31.428571428571427,10241.919642857143,1147095,0.008928571428571428,0.0,0.008928571428571428,0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
5.209.102.174,111,0.4522305968629049,100,29.09009009009009,7666.342342342342,850964,0.0,0.0,0.0,0,0.0,1.6272727272727272,0.0,0.990990990990991,0.0,0.0,0.009009009009009009
46.209.198.46,111,0.4522305968629049,107,30.18018018018018,11269.990990990991,1250969,0.0,0.0,0.0,0,0.0,2.390909090909091,0.0,1.0,0.0,0.0,0.0
2.180.209.243,111,0.4522305968629049,105,30.0,9277.468468468469,1029799,0.0,0.0,0.0,0,0.0,1.2818181818181817,0.0,1.0,0.0,0.0,0.0
185.136.116.117,109,0.44408229782033004,105,33.1651376146789,12477.926605504586,1360094,0.0,0.0,0.0,0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0
192.15.140.5,109,0.44408229782033004,95,34.1651376146789,12956.165137614678,1412222,0.009174311926605505,0.0,0.009174311926605505,0,0.0,2.7037037037037037,0.0,1.0,0.0,0.0,0.0
89.199.23.228,108,0.4400081482990426,84,28.537037037037038,12935.277777777777,1397010,0.23148148148148148,0.0,0.23148148148148148,0,0.0,8.672897196261681,0.0,1.0,0.0,0.0,0.0
94.154.239.69,108,0.4400081482990426,98,76.88888888888889,30004.712962962964,3240509,0.009259259259259259,0.0,0.009259259259259259,0,0.0,5.897196261682243,2.0,1.0,0.0,0.0,0.0
188.208.71.228,108,0.4400081482990426,98,29.5,11515.694444444445,1243695,0.0,0.0,0.0,0,0.0,1.3925233644859814,0.0,1.0,0.0,0.0,0.0
83.123.58.61,107,0.4359339987777552,102,29.83177570093458,8271.130841121496,885011,0.0,0.0,0.0,0,0.0,0.330188679245283,0.0,0.9906542056074766,0.0,0.0,0.009345794392523364
5.212.135.30,106,0.43185984925646775,83,30.160377358490567,6501.8490566037735,689196,0.0,0.0,0.0,0,0.0,2.142857142857143,0.0,1.0,0.0,0.0,0.0
206.225.134.196,105,0.4277856997351803,91,30.01904761904762,9544.047619047618,1002125,0.0,0.0,0.0,0,0.0,1.7596153846153846,0.0,1.0,0.0,0.0,0.0
5.124.232.105,105,0.4277856997351803,97,31.047619047619047,14253.142857142857,1496580,0.0,0.0,0.0,0,0.0,1.4326923076923077,0.0,1.0,0.0,0.0,0.0
37.98.49.55,104,0.4237115502138929,99,23.173076923076923,7487.1057692307695,778659,0.0,0.0,0.0,0,0.0,1.1359223300970873,0.0,1.0,0.0,0.0,0.0
89.33.100.18,103,0.4196374006926054,46,30.41747572815534,25876.766990291264,2665307,0.038834951456310676,0.0,0.038834951456310676,0,0.0,0.5490196078431373,0.0,1.0,0.0,0.0,0.0
5.127.55.169,101,0.41148910165003055,99,30.594059405940595,10162.089108910892,1026371,0.0,0.0,0.0,0,0.0,6.59,0.0,0.9900990099009901,0.0,0.0,0.009900990099009901
5.211.89.9,101,0.41148910165003055,78,34.12871287128713,12000.069306930693,1212007,0.0,0.0,0.0,0,0.0,4.44,0.0,1.0,0.0,0.0,0.0
5.122.206.97,101,0.41148910165003055,77,30.693069306930692,14226.019801980197,1436828,0.0,0.0,0.0,0,0.0,23.46,0.0,1.0,0.0,0.0,0.0
2.178.60.155,100,0.4074149521287431,46,30.77,26501.82,2650182,0.05,0.0,0.05,0,0.0,0.5959595959595959,0.0,1.0,0.0,0.0,0.0
113.203.13.130,99,0.4033408026074557,84,32.505050505050505,7237.535353535353,716516,0.06060606060606061,0.0,0.06060606060606061,0,0.0,1.8775510204081634,0.0,0.9393939393939394,0.06060606060606061,0.0,0.0
5.116.72.198,99,0.4033408026074557,86,29.696969696969695,10061.888888888889,996127,0.0,0.0,0.0,0,0.0,1.530612244897959,0.0,1.0,0.0,0.0,0.0
31.58.81.94,98,0.39926665308616827,90,33.04081632653061,9404.224489795919,921614,0.0,0.0,0.0,0,0.0,5.824742268041237,0.0,1.0,0.0,0.0,0.0
5.119.86.13,98,0.39926665308616827,62,35.36734693877551,21461.561224489797,2103233,0.08163265306122448,0.0,0.08163265306122448,1,0.01020408163265306,2.5051546391752577,0.0,0.9489795918367347,0.05102040816326531,0.0,0.0
77.68.80.43,98,0.39926665308616827,63,28.53061224489796,8085.234693877551,792353,0.0,0.0,0.0,0,0.0,2.9381443298969074,0.0,1.0,0.0,0.0,0.0
2.180.93.67,98,0.39926665308616827,87,28.959183673469386,14713.295918367347,1441903,0.01020408163265306,0.0,0.01020408163265306,0,0.0,0.6391752577319587,0.0,0.9591836734693877,0.0,0.0,0.04081632653061224
91.92.214.197,97,0.39519250356488084,97,28.969072164948454,8371.98969072165,812083,0.0,0.0,0.0,0,0.0,0.052083333333333336,0.0,1.0,0.0,0.0,0.0
5.112.245.245,96,0.3911183540435934,84,31.260416666666668,10000.75,960072,0.0,0.0,0.0,0,0.0,5.08421052631579,0.0,1.0,0.0,0.0,0.0
69.162.124.229,96,0.3911183540435934,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0,152.2,0.0,0.0,1.0,0.0,0.0
204.18.222.106,95,0.387044204522306,95,29.652631578947368,9268.6,880517,0.0,0.0,0.0,0,0.0,0.02127659574468085,0.0,1.0,0.0,0.0,0.0
5.127.84.90,95,0.387044204522306,95,29.86315789473684,10737.715789473685,1020083,0.0,0.0,0.0,0,0.0,2.4893617021276597,0.0,1.0,0.0,0.0,0.0
207.46.13.115,94,0.38297005500101855,94,32.138297872340424,6559.851063829788,616626,0.0,0.0,0.0,0,0.0,123.82795698924731,0.0,1.0,0.0,0.0,0.0
94.74.175.108,93,0.3788959054797311,93,30.06451612903226,10062.129032258064,935778,0.0,0.0,0.0,0,0.0,0.08695652173913043,0.0,1.0,0.0,0.0,0.0
192.15.247.191,93,0.3788959054797311,83,30.78494623655914,12527.559139784946,1165063,0.0,0.0,0.0,0,0.0,4.782608695652174,0.0,1.0,0.0,0.0,0.0
63.143.42.242,92,0.3748217559584437,1,1.0,335.95652173913044,30908,0.010869565217391304,0.0,0.010869565217391304,0,0.0,158.83516483516485,0.0,0.021739130434782608,0.9782608695652174,0.0,0.0
5.211.83.176,92,0.3748217559584437,86,25.67391304347826,10773.08695652174,991124,0.0,0.0,0.0,0,0.0,7.2967032967032965,0.0,1.0,0.0,0.0,0.0
5.239.105.153,92,0.3748217559584437,78,30.880434782608695,10335.065217391304,950826,0.03260869565217391,0.0,0.03260869565217391,0,0.0,1.8571428571428572,0.0,1.0,0.0,0.0,0.0
95.38.170.76,92,0.3748217559584437,92,30.934782608695652,8828.076086956522,812183,0.0,0.0,0.0,0,0.0,0.04395604395604396,0.0,1.0,0.0,0.0,0.0
31.58.200.175,92,0.3748217559584437,92,31.206521739130434,10673.652173913044,981976,0.0,0.0,0.0,0,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.0
83.121.238.79,92,0.3748217559584437,92,30.630434782608695,9234.152173913044,849542,0.0,0.0,0.0,0,0.0,0.23076923076923078,0.0,1.0,0.0,0.0,0.0
204.18.72.194,92,0.3748217559584437,84,30.108695652173914,11467.239130434782,1054986,0.0,0.0,0.0,0,0.0,1.8021978021978022,0.0,1.0,0.0,0.0,0.0
185.95.152.146,91,0.37074760643715626,91,30.516483516483518,8850.791208791208,805422,0.0,0.0,0.0,0,0.0,0.05555555555555555,0.0,1.0,0.0,0.0,0.0
46.225.251.85,91,0.37074760643715626,91,30.692307692307693,9313.318681318682,847512,0.0,0.0,0.0,0,0.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.0
94.183.68.35,91,0.37074760643715626,91,31.0989010989011,8880.208791208792,808099,0.0,0.0,0.0,0,0.0,0.36666666666666664,0.0,1.0,0.0,0.0,0.0
5.126.128.83,91,0.37074760643715626,75,31.439560439560438,13042.89010989011,1186903,0.054945054945054944,0.0,0.054945054945054944,0,0.0,3.9555555555555557,0.0,1.0,0.0,0.0,0.0
5.127.52.234,90,0.36667345691586883,76,38.34444444444444,11561.255555555555,1040513,0.011111111111111112,0.0,0.011111111111111112,0,0.0,3.3820224719101124,0.0,1.0,0.0,0.0,0.0
10.75.91.98,89,0.3625993073945814,89,29.95505617977528,10993.056179775282,978382,0.0,0.0,0.0,0,0.0,0.03409090909090909,0.0,1.0,0.0,0.0,0.0
69.162.124.234,88,0.358525157873294,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0,152.44827586206895,0.0,0.0,1.0,0.0,0.0
194.225.167.174,88,0.358525157873294,88,32.92045454545455,7549.693181818182,664373,0.0,0.0,0.0,0,0.0,0.22988505747126436,0.0,1.0,0.0,0.0,0.0
5.117.89.110,88,0.358525157873294,88,31.386363636363637,9545.28409090909,839985,0.0,0.0,0.0,0,0.0,0.06896551724137931,0.0,1.0,0.0,0.0,0.0
5.232.20.69,88,0.358525157873294,88,30.477272727272727,9487.931818181818,834938,0.0,0.0,0.0,0,0.0,0.21839080459770116,0.0,1.0,0.0,0.0,0.0
5.232.243.220,88,0.358525157873294,88,31.386363636363637,9545.181818181818,839976,0.0,0.0,0.0,0,0.0,0.13793103448275862,0.0,1.0,0.0,0.0,0.0
37.129.132.75,87,0.35445100835200655,82,31.183908045977013,14269.367816091954,1241435,0.0,0.0,0.0,0,0.0,1.2093023255813953,0.0,1.0,0.0,0.0,0.0
2.180.190.72,87,0.35445100835200655,78,29.42528735632184,6820.379310344828,593373,0.0,0.0,0.0,0,0.0,1.8255813953488371,0.0,1.0,0.0,0.0,0.0
217.146.208.34,87,0.35445100835200655,87,29.091954022988507,9175.425287356322,798262,0.0,0.0,0.0,0,0.0,0.10465116279069768,0.0,1.0,0.0,0.0,0.0
5.113.94.11,87,0.35445100835200655,79,32.50574712643678,7098.137931034483,617538,0.011494252873563218,0.0,0.011494252873563218,0,0.0,1.8953488372093024,0.0,1.0,0.0,0.0,0.0
207.46.13.104,86,0.3503768588307191,76,36.66279069767442,36391.79069767442,3129694,0.023255813953488372,0.0,0.023255813953488372,0,0.0,5.894117647058824,0.0,1.0,0.0,0.0,0.0
31.2.233.112,86,0.3503768588307191,81,29.75581395348837,11073.162790697674,952292,0.011627906976744186,0.0,0.011627906976744186,0,0.0,1.9058823529411764,0.0,1.0,0.0,0.0,0.0
2.181.70.202,86,0.3503768588307191,75,31.453488372093023,13938.976744186046,1198752,0.0,0.0,0.0,0,0.0,3.7176470588235295,0.0,1.0,0.0,0.0,0.0
5.122.68.69,85,0.3463027093094317,85,30.788235294117648,9537.447058823529,810683,0.0,0.0,0.0,0,0.0,0.05952380952380952,0.0,1.0,0.0,0.0,0.0
85.185.95.130,85,0.3463027093094317,85,30.894117647058824,9210.117647058823,782860,0.011764705882352941,0.0,0.011764705882352941,0,0.0,1.5,0.0,1.0,0.0,0.0,0.0
5.160.1.130,85,0.3463027093094317,70,32.72941176470588,4892.2,415837,0.0,0.0,0.0,0,0.0,1.2976190476190477,0.0,0.9882352941176471,0.0,0.0,0.011764705882352941
5.119.140.48,84,0.34222855978814426,75,34.57142857142857,18691.214285714286,1570062,0.0,0.0,0.0,0,0.0,1.4698795180722892,0.0,1.0,0.0,0.0,0.0
95.216.233.182,84,0.34222855978814426,84,30.88095238095238,9678.964285714286,813033,0.0,0.0,0.0,0,0.0,1.3975903614457832,0.0,1.0,0.0,0.0,0.0
196.195.253.139,83,0.33815441026685683,79,32.27710843373494,6875.409638554217,570659,0.0,0.0,0.0,0,0.0,0.2804878048780488,0.0,1.0,0.0,0.0,0.0
2.182.115.117,83,0.33815441026685683,83,32.0722891566265,12494.987951807228,1037084,0.0,0.0,0.0,0,0.0,0.10975609756097561,0.0,1.0,0.0,0.0,0.0
5.126.60.10,83,0.33815441026685683,63,29.626506024096386,12504.204819277109,1037849,0.0,0.0,0.0,0,0.0,170.9878048780488,0.0,1.0,0.0,0.0,0.0
194.225.207.126,83,0.33815441026685683,83,31.63855421686747,9492.903614457831,787911,0.0,0.0,0.0,0,0.0,0.1951219512195122,0.0,1.0,0.0,0.0,0.0
5.202.121.74,82,0.3340802607455694,82,31.341463414634145,9816.560975609756,804958,0.0,0.0,0.0,0,0.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.0
95.81.118.56,82,0.3340802607455694,82,31.341463414634145,9782.0,802124,0.0,0.0,0.0,0,0.0,0.2716049382716049,0.0,1.0,0.0,0.0,0.0
78.38.229.226,82,0.3340802607455694,76,29.26829268292683,11819.585365853658,969206,0.0,0.0,0.0,0,0.0,3.0123456790123457,0.0,0.9878048780487805,0.0,0.0,0.012195121951219513
178.238.206.61,82,0.3340802607455694,40,40.28048780487805,10971.207317073171,899639,0.012195121951219513,0.0,0.012195121951219513,0,0.0,12.654320987654321,0.0,1.0,0.0,0.0,0.0
65.49.68.176,82,0.3340802607455694,82,29.29268292682927,11363.719512195123,931825,0.0,0.0,0.0,0,0.0,39.160493827160494,0.0,1.0,0.0,0.0,0.0
5.160.103.154,81,0.330006111224282,81,31.34567901234568,9751.641975308641,789883,0.0,0.0,0.0,0,0.0,0.875,0.0,1.0,0.0,0.0,0.0
146.185.149.152,81,0.330006111224282,75,30.493827160493826,14933.493827160493,1209613,0.0,0.0,0.0,0,0.0,1.9875,0.0,1.0,0.0,0.0,0.0
78.39.61.24,80,0.3259319617029945,71,28.9125,11105.625,888450,0.0,0.0,0.0,0,0.0,0.27848101265822783,0.0,0.9875,0.0,0.0,0.0125
5.209.124.242,80,0.3259319617029945,72,29.5875,10962.05,876964,0.0,0.0,0.0,0,0.0,10.632911392405063,0.0,1.0,0.0,0.0,0.0
5.106.42.33,80,0.3259319617029945,63,33.0375,8561.4625,684917,0.0125,0.0,0.0125,0,0.0,2.0126582278481013,0.0,1.0,0.0,0.0,0.0
31.29.63.114,80,0.3259319617029945,66,28.8875,12557.525,1004602,0.0375,0.0,0.0375,0,0.0,0.46835443037974683,0.0,1.0,0.0,0.0,0.0
5.235.252.183,80,0.3259319617029945,80,31.4375,9673.425,773874,0.0,0.0,0.0,0,0.0,0.20253164556962025,0.0,1.0,0.0,0.0,0.0
95.81.72.148,79,0.32185781218170706,77,30.911392405063292,21183.12658227848,1673467,0.0,0.0,0.0,0,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,0.0
188.213.64.94,79,0.32185781218170706,79,31.670886075949365,13082.227848101265,1033496,0.0,0.0,0.0,0,0.0,2.0256410256410255,0.0,1.0,0.0,0.0,0.0
5.190.191.242,79,0.32185781218170706,54,27.59493670886076,19359.708860759492,1529417,0.0,0.0,0.0,0,0.0,2.9615384615384617,0.0,0.8734177215189873,0.0,0.0,0.12658227848101267
5.127.4.45,79,0.32185781218170706,74,30.40506329113924,11149.784810126583,880833,0.0,0.0,0.0,0,0.0,9.205128205128204,0.0,1.0,0.0,0.0,0.0
5.117.242.204,79,0.32185781218170706,65,26.78481012658228,9334.177215189873,737400,0.0,0.0,0.0,0,0.0,4.269230769230769,0.0,1.0,0.0,0.0,0.0
37.9.113.152,79,0.32185781218170706,77,95.07594936708861,2887.2025316455697,228089,0.8227848101265823,0.0,0.8227848101265823,0,0.0,175.6153846153846,0.0,1.0,0.0,0.0,0.0
5.127.8.230,78,0.31778366266041963,64,34.717948717948715,13462.23076923077,1050054,0.01282051282051282,0.0,0.01282051282051282,0,0.0,5.116883116883117,0.0,1.0,0.0,0.0,0.0
109.162.133.249,78,0.31778366266041963,78,29.28205128205128,10171.961538461539,793413,0.0,0.0,0.0,0,0.0,0.4155844155844156,0.0,1.0,0.0,0.0,0.0
5.218.130.216,78,0.31778366266041963,72,32.97435897435897,9574.705128205129,746827,0.02564102564102564,0.0,0.02564102564102564,0,0.0,2.25974025974026,0.0,1.0,0.0,0.0,0.0
31.56.96.51,78,0.31778366266041963,66,29.58974358974359,10989.923076923076,857214,0.0,0.0,0.0,0,0.0,3.090909090909091,0.0,0.9871794871794872,0.0,0.0,0.01282051282051282
40.77.167.142,77,0.3137095131391322,75,30.233766233766232,4729.12987012987,364143,0.0,0.0,0.0,0,0.0,83.52631578947368,0.0,1.0,0.0,0.0,0.0
86.55.189.179,77,0.3137095131391322,71,28.454545454545453,9714.961038961039,748052,0.0,0.0,0.0,0,0.0,0.5789473684210527,0.0,1.0,0.0,0.0,0.0
37.27.139.241,77,0.3137095131391322,77,30.025974025974026,9636.688311688311,742025,0.0,0.0,0.0,0,0.0,0.3026315789473684,0.0,1.0,0.0,0.0,0.0
2.178.70.218,77,0.3137095131391322,55,32.98701298701299,15870.597402597403,1222036,0.03896103896103896,0.0,0.03896103896103896,0,0.0,0.6710526315789473,0.0,1.0,0.0,0.0,0.0
5.126.221.120,76,0.30963536361784477,71,30.605263157894736,11645.118421052632,885029,0.0,0.0,0.0,0,0.0,2.533333333333333,0.0,1.0,0.0,0.0,0.0
2.178.62.136,76,0.30963536361784477,50,33.328947368421055,16401.11842105263,1246485,0.039473684210526314,0.0,0.039473684210526314,0,0.0,0.7733333333333333,0.0,1.0,0.0,0.0,0.0
2.178.17.203,76,0.30963536361784477,55,33.39473684210526,16000.631578947368,1216048,0.039473684210526314,0.0,0.039473684210526314,0,0.0,0.4266666666666667,0.0,1.0,0.0,0.0,0.0
2.178.5.1,76,0.30963536361784477,50,33.19736842105263,16383.513157894737,1245147,0.039473684210526314,0.0,0.039473684210526314,0,0.0,0.7733333333333333,0.0,1.0,0.0,0.0,0.0
204.18.68.10,75,0.30556121409655734,55,27.293333333333333,12512.44,938433,0.013333333333333334,0.0,0.013333333333333334,0,0.0,26.37837837837838,0.0,1.0,0.0,0.0,0.0
91.243.126.2,75,0.30556121409655734,59,30.186666666666667,15326.293333333333,1149472,0.0,0.0,0.0,0,0.0,3.9864864864864864,0.0,1.0,0.0,0.0,0.0
5.112.85.101,75,0.30556121409655734,62,30.573333333333334,29388.706666666665,2204153,0.0,0.0,0.0,0,0.0,1.3108108108108107,0.0,1.0,0.0,0.0,0.0
5.236.198.202,73,0.2974129150539825,52,46.602739726027394,17475.972602739726,1275746,0.0136986301369863,0.0,0.0136986301369863,0,0.0,14.958333333333334,0.0,1.0,0.0,0.0,0.0
83.121.152.4,73,0.2974129150539825,69,33.76712328767123,10659.780821917808,778164,0.0,0.0,0.0,0,0.0,4.013888888888889,0.0,1.0,0.0,0.0,0.0
5.115.212.221,73,0.2974129150539825,64,28.91780821917808,6875.287671232877,501896,0.0,0.0,0.0,0,0.0,1.7361111111111112,0.0,1.0,0.0,0.0,0.0
89.47.75.125,72,0.29333876553269506,60,33.638888888888886,6213.819444444444,447395,0.125,0.0,0.125,0,0.0,4.253521126760563,0.0,0.875,0.125,0.0,0.0
213.217.50.99,72,0.29333876553269506,72,30.541666666666668,10529.652777777777,758135,0.0,0.0,0.0,0,0.0,0.2112676056338028,0.0,1.0,0.0,0.0,0.0
162.243.158.125,72,0.29333876553269506,72,31.555555555555557,5477.569444444444,394385,0.0,0.0,0.0,0,0.0,0.704225352112676,0.0,1.0,0.0,0.0,0.0
2.178.96.200,71,0.2892646160114076,40,33.63380281690141,28367.056338028167,2014061,0.028169014084507043,0.0,0.028169014084507043,0,0.0,0.4,0.0,1.0,0.0,0.0,0.0
5.208.71.226,71,0.2892646160114076,58,29.676056338028168,11538.591549295774,819240,0.0,0.0,0.0,1,0.014084507042253521,2.0,0.0,1.0,0.0,0.0,0.0
5.216.41.233,70,0.2851904664901202,63,28.728571428571428,9319.214285714286,652345,0.014285714285714285,0.0,0.014285714285714285,0,0.0,1.2753623188405796,0.0,1.0,0.0,0.0,0.0
5.116.228.149,70,0.2851904664901202,65,30.014285714285716,13636.228571428572,954536,0.0,0.0,0.0,0,0.0,1.318840579710145,0.0,1.0,0.0,0.0,0.0
5.234.50.122,70,0.2851904664901202,70,25.185714285714287,1029.0285714285715,72032,0.0,0.0,0.0,0,0.0,0.014492753623188406,0.0,1.0,0.0,0.0,0.0
5.123.106.151,70,0.2851904664901202,64,28.571428571428573,7607.1,532497,0.0,0.0,0.0,0,0.0,1.5797101449275361,0.0,1.0,0.0,0.0,0.0
5.212.57.77,69,0.28111631696883277,53,35.3768115942029,17652.942028985508,1218053,0.0,0.0,0.0,0,0.0,15.955882352941176,0.0,1.0,0.0,0.0,0.0
83.120.20.186,69,0.28111631696883277,53,37.20289855072464,15408.971014492754,1063219,0.0,0.0,0.0,0,0.0,7.235294117647059,0.0,1.0,0.0,0.0,0.0
5.214.64.42,69,0.28111631696883277,48,26.246376811594203,18425.579710144928,1271365,0.0,0.0,0.0,0,0.0,1.2058823529411764,0.0,1.0,0.0,0.0,0.0
185.109.80.130,68,0.27704216744754534,68,29.029411764705884,8550.04411764706,581403,0.014705882352941176,0.0,0.014705882352941176,0,0.0,0.34328358208955223,0.0,1.0,0.0,0.0,0.0
89.235.77.75,68,0.27704216744754534,68,32.794117647058826,8866.279411764706,602907,0.0,0.0,0.0,0,0.0,0.6716417910447762,0.0,1.0,0.0,0.0,0.0
46.167.132.214,68,0.27704216744754534,48,26.279411764705884,18661.66176470588,1268993,0.0,0.0,0.0,0,0.0,4.223880597014926,0.0,1.0,0.0,0.0,0.0
89.47.79.75,68,0.27704216744754534,49,26.61764705882353,18184.573529411766,1236551,0.0,0.0,0.0,0,0.0,0.8507462686567164,0.0,1.0,0.0,0.0,0.0
188.136.216.213,68,0.27704216744754534,64,39.39705882352941,10596.161764705883,720539,0.029411764705882353,0.0,0.029411764705882353,0,0.0,4.134328358208955,0.0,1.0,0.0,0.0,0.0
31.47.39.190,67,0.2729680179262579,67,29.074626865671643,13133.522388059702,879946,0.0,0.0,0.0,0,0.0,2.1515151515151514,0.0,1.0,0.0,0.0,0.0
204.18.90.54,67,0.2729680179262579,61,30.28358208955224,8397.388059701492,562625,0.014925373134328358,0.0,0.014925373134328358,0,0.0,2.0303030303030303,0.0,1.0,0.0,0.0,0.0
37.254.69.255,67,0.2729680179262579,62,33.343283582089555,11726.044776119403,785645,0.014925373134328358,0.0,0.014925373134328358,0,0.0,0.045454545454545456,0.0,1.0,0.0,0.0,0.0
217.219.223.35,67,0.2729680179262579,62,32.97014925373134,15363.611940298508,1029362,0.014925373134328358,0.0,0.014925373134328358,0,0.0,0.10606060606060606,0.0,1.0,0.0,0.0,0.0
5.113.65.233,67,0.2729680179262579,48,26.492537313432837,18930.20895522388,1268324,0.0,0.0,0.0,0,0.0,1.8181818181818181,0.0,1.0,0.0,0.0,0.0
5.117.103.25,66,0.2688938684049705,48,26.21212121212121,19246.409090909092,1270263,0.0,0.0,0.0,0,0.0,0.5846153846153846,0.0,1.0,0.0,0.0,0.0
93.115.219.119,66,0.2688938684049705,63,28.71212121212121,13619.212121212122,898868,0.0,0.0,0.0,0,0.0,0.8,0.0,1.0,0.0,0.0,0.0
185.123.68.4,66,0.2688938684049705,66,34.46969696969697,11361.954545454546,749889,0.0,0.0,0.0,0,0.0,0.046153846153846156,0.0,1.0,0.0,0.0,0.0
213.5.71.139,66,0.2688938684049705,55,30.37878787878788,16344.89393939394,1078763,0.0,0.0,0.0,0,0.0,0.09230769230769231,0.0,1.0,0.0,0.0,0.0
5.114.86.236,66,0.2688938684049705,48,26.393939393939394,19232.696969696968,1269358,0.0,0.0,0.0,0,0.0,0.5846153846153846,0.0,1.0,0.0,0.0,0.0
83.123.82.226,66,0.2688938684049705,62,33.43939393939394,16189.712121212122,1068521,0.0,0.0,0.0,0,0.0,0.8153846153846154,0.0,1.0,0.0,0.0,0.0
95.81.102.186,65,0.26481971888368305,50,28.23076923076923,23213.476923076923,1508876,0.0,0.0,0.0,0,0.0,0.125,0.0,1.0,0.0,0.0,0.0
37.129.199.230,65,0.26481971888368305,54,31.384615384615383,10953.307692307691,711965,0.0,0.0,0.0,0,0.0,12.78125,0.0,1.0,0.0,0.0,0.0
2.181.91.193,65,0.26481971888368305,48,29.815384615384616,17015.476923076923,1106006,0.03076923076923077,0.0,0.03076923076923077,0,0.0,2.171875,0.0,1.0,0.0,0.0,0.0
217.182.175.51,64,0.2607455693623956,46,33.359375,8166.59375,522662,0.0,0.0,0.0,0,0.0,5.079365079365079,0.0,1.0,0.0,0.0,0.0
