IP,total_requests,requests_per_minute,unique_url_count,avg_url_length,avg_response_bytes,total_response_bytes,status_4xx_ratio,status_5xx_ratio,error_ratio_4xx_5xx,suspicious_uri_count,suspicious_uri_ratio,avg_request_interval_sec,min_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST,label_reason,weak_label
5.213.136.63,18,0.0733346913831737,17,27.61111111111111,19029.055555555555,342523,0.0,0.0,0.0,0,0.0,0.7058823529411765,0.0,1.0,0.0,0.0,0.0,none,Normal
5.236.198.202,73,0.2974129150539825,52,46.602739726027394,17475.972602739726,1275746,0.0136986301369863,0.0,0.0136986301369863,0,0.0,14.958333333333334,0.0,1.0,0.0,0.0,0.0,none,Normal
5.125.139.209,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.240,6,0.0244448971277245,6,46.333333333333336,21993.5,131961,0.1666666666666666,0.0,0.1666666666666666,0,0.0,1384.2,109.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
54.36.148.35,6,0.0244448971277245,6,44.5,28708.0,172248,0.0,0.0,0.0,0,0.0,1589.2,201.0,1.0,0.0,0.0,0.0,none,Normal
92.114.72.115,3,0.0122224485638622,3,12.0,3812.0,11436,0.0,0.0,0.0,0,0.0,10.5,8.0,1.0,0.0,0.0,0.0,none,Normal
151.234.151.106,116,0.472601344469342,103,28.698275862068964,6667.991379310345,773487,0.0,0.0,0.0,0,0.0,3.4608695652173918,0.0,0.9827586206896552,0.0,0.0,0.0172413793103448,R2_high_request_rate,Anomaly
5.121.110.137,17,0.0692605418618863,16,28.647058823529413,11059.411764705885,188010,0.0,0.0,0.0,0,0.0,1.3125,0.0,1.0,0.0,0.0,0.0,none,Normal
5.116.175.151,1,0.0040741495212874,1,12.0,5638.0,5638,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.115.230.13,31,0.1262986351599103,31,27.096774193548388,12099.387096774191,375081,0.0,0.0,0.0,0,0.0,0.2666666666666666,0.0,1.0,0.0,0.0,0.0,none,Normal
5.209.121.204,15,0.0611122428193114,15,48.0,20025.866666666665,300388,0.0,0.0,0.0,0,0.0,2.142857142857143,0.0,1.0,0.0,0.0,0.0,none,Normal
83.123.222.218,4,0.0162965980851497,2,27.0,392.0,1568,1.0,0.0,1.0,0,0.0,122.0,1.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
77.237.69.187,147,0.5988999796292525,102,26.73469387755102,20133.95918367347,2959692,0.0068027210884353,0.0,0.0068027210884353,0,0.0,3.0616438356164384,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
185.129.214.169,4,0.0162965980851497,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,11.333333333333334,0.0,1.0,0.0,0.0,0.0,none,Normal
5.119.221.125,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,38.0,38.0,1.0,0.0,0.0,0.0,none,Normal
2.178.123.68,37,0.1507435322876349,27,60.0,15128.108108108108,559740,0.027027027027027,0.0,0.027027027027027,0,0.0,21.25,0.0,1.0,0.0,0.0,0.0,none,Normal
167.99.248.32,1,0.0040741495212874,1,11.0,2529.0,2529,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
40.77.188.1,49,0.1996333265430841,49,31.12244897959184,6647.897959183673,325747,0.0,0.0,0.0,0,0.0,0.1041666666666666,0.0,1.0,0.0,0.0,0.0,none,Normal
83.120.240.242,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
188.158.123.234,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.113.232.221,4,0.0162965980851497,4,12.0,4720.25,18881,0.0,0.0,0.0,0,0.0,90.33333333333331,0.0,1.0,0.0,0.0,0.0,none,Normal
5.119.72.5,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,55.0,55.0,1.0,0.0,0.0,0.0,none,Normal
37.129.124.111,1,0.0040741495212874,1,18.0,19561.0,19561,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
220.181.108.186,1,0.0040741495212874,1,33.0,211022.0,211022,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
195.154.122.101,5,0.0203707476064371,5,37.4,69353.6,346768,0.0,0.0,0.0,0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,none,Normal
5.126.156.206,2,0.0081482990425748,2,12.0,3634.5,7269,0.0,0.0,0.0,0,0.0,197.0,197.0,1.0,0.0,0.0,0.0,none,Normal
37.59.248.49,2,0.0081482990425748,2,12.0,5734.5,11469,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,none,Normal
5.120.41.208,15,0.0611122428193114,15,12.0,3556.5333333333333,53348,0.0,0.0,0.0,0,0.0,12.5,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.149.98,13,0.0529639437767366,13,71.53846153846153,32667.92307692308,424683,0.0,0.0,0.0,0,0.0,895.5,14.0,1.0,0.0,0.0,0.0,none,Normal
54.36.149.58,11,0.0448156447341617,11,61.90909090909091,31937.545454545456,351313,0.0,0.0,0.0,0,0.0,1377.7,634.0,1.0,0.0,0.0,0.0,none,Normal
144.76.119.99,58,0.236300672234671,53,48.41379310344828,31337.98275862069,1817603,0.0689655172413793,0.0,0.0689655172413793,0,0.0,16.57894736842105,1.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
188.229.4.176,35,0.1425952332450601,35,29.142857142857142,8925.4,312389,0.0,0.0,0.0,0,0.0,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,none,Normal
89.198.187.17,1,0.0040741495212874,1,11.0,104523.0,104523,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
85.133.181.194,5,0.0203707476064371,5,34.4,48293.0,241465,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,none,Normal
5.120.189.64,12,0.0488897942554491,12,12.0,4797.416666666667,57569,0.0,0.0,0.0,0,0.0,25.63636363636364,0.0,1.0,0.0,0.0,0.0,none,Normal
89.198.184.224,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
83.123.29.4,13,0.0529639437767366,11,40.38461538461539,11504.0,149552,0.0,0.0,0.0,0,0.0,1.1666666666666667,0.0,1.0,0.0,0.0,0.0,none,Normal
5.114.136.241,4,0.0162965980851497,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,87.66666666666667,1.0,1.0,0.0,0.0,0.0,none,Normal
5.52.71.25,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.124.154.178,268,1.0918720717050316,218,31.294776119402982,8427.384328358208,2258539,0.0,0.0,0.0,0,0.0,3.4831460674157304,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
83.121.196.28,43,0.1751884294153595,43,11.790697674418604,7165.953488372093,308136,0.0,0.0,0.0,0,0.0,53.71428571428572,0.0,1.0,0.0,0.0,0.0,none,Normal
89.196.52.160,1,0.0040741495212874,1,12.0,3710.0,3710,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.208.26.242,3,0.0122224485638622,3,12.0,3142.6666666666665,9428,0.0,0.0,0.0,0,0.0,39.5,6.0,1.0,0.0,0.0,0.0,none,Normal
5.126.136.213,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,23.0,23.0,1.0,0.0,0.0,0.0,none,Normal
188.158.72.91,46,0.1874108779792218,37,31.93478260869565,17281.478260869564,794948,0.0,0.0,0.0,0,0.0,1.4666666666666666,0.0,1.0,0.0,0.0,0.0,none,Normal
83.120.215.79,11,0.0448156447341617,6,39.63636363636363,14343.09090909091,157774,0.7272727272727273,0.0,0.7272727272727273,0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
5.214.181.231,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.237.131.18,2,0.0081482990425748,2,16.5,74273.5,148547,0.0,0.0,0.0,0,0.0,113.0,113.0,1.0,0.0,0.0,0.0,none,Normal
5.217.27.203,1,0.0040741495212874,1,10.0,45626.0,45626,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
2.185.221.139,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,19.0,19.0,1.0,0.0,0.0,0.0,none,Normal
192.15.101.26,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
88.99.62.159,1,0.0040741495212874,1,29.0,16243.0,16243,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
192.15.94.153,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.61,11,0.0448156447341617,11,57.0,27861.454545454544,306476,0.0,0.0,0.0,0,0.0,1276.0,241.0,1.0,0.0,0.0,0.0,none,Normal
5.126.36.174,4,0.0162965980851497,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,21.666666666666668,6.0,1.0,0.0,0.0,0.0,none,Normal
5.125.231.106,2,0.0081482990425748,2,12.0,5126.5,10253,0.0,0.0,0.0,0,0.0,33.0,33.0,1.0,0.0,0.0,0.0,none,Normal
146.185.136.246,14,0.057038093298024,13,44.142857142857146,10163.07142857143,142283,0.0,0.0,0.0,0,0.0,1.3076923076923077,0.0,1.0,0.0,0.0,0.0,none,Normal
37.254.44.129,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.149.18,7,0.028519046649012,7,99.85714285714286,14229.714285714286,99608,0.0,0.0,0.0,0,0.0,1911.1666666666667,420.0,1.0,0.0,0.0,0.0,none,Normal
89.199.230.139,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,none,Normal
5.126.52.177,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,none,Normal
83.123.214.110,2,0.0081482990425748,2,12.0,3853.5,7707,0.0,0.0,0.0,0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,none,Normal
121.100.54.99,1,0.0040741495212874,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
31.58.53.155,1,0.0040741495212874,1,18.0,46707.0,46707,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
83.122.217.152,1,0.0040741495212874,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
216.244.66.248,19,0.0774088409044611,8,51.578947368421055,116192.47368421052,2207657,0.0,0.0,0.0,0,0.0,762.1111111111111,1.0,1.0,0.0,0.0,0.0,none,Normal
40.77.253.152,1,0.0040741495212874,1,33.0,4246.0,4246,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
37.129.139.234,12,0.0488897942554491,11,12.0,3947.5,47370,0.0,0.0,0.0,0,0.0,40.63636363636363,1.0,1.0,0.0,0.0,0.0,none,Normal
103.58.111.60,2,0.0081482990425748,1,1.0,15454.5,30909,0.0,0.0,0.0,0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,none,Normal
188.212.176.37,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,10.5,0.0,1.0,0.0,0.0,0.0,none,Normal
5.62.197.241,1,0.0040741495212874,1,12.0,4328.0,4328,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.126.56.62,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
178.173.152.46,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.112.32.184,24,0.0977795885108983,23,28.166666666666668,18121.416666666668,434914,0.0,0.0,0.0,0,0.0,1.1304347826086956,0.0,1.0,0.0,0.0,0.0,none,Normal
67.229.172.90,2,0.0081482990425748,1,1.0,178.0,356,0.0,0.0,0.0,0,0.0,1072.0,1072.0,1.0,0.0,0.0,0.0,none,Normal
5.127.235.87,2,0.0081482990425748,2,12.0,4047.0,8094,0.0,0.0,0.0,0,0.0,27.0,27.0,1.0,0.0,0.0,0.0,none,Normal
5.117.150.159,7,0.028519046649012,7,20.571428571428573,11837.42857142857,82862,0.5714285714285714,0.0,0.5714285714285714,0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
74.82.60.35,12,0.0488897942554491,12,11.916666666666666,3891.75,46701,0.0,0.0,0.0,0,0.0,13.636363636363637,0.0,1.0,0.0,0.0,0.0,none,Normal
5.213.140.109,61,0.2485231207985333,53,29.868852459016395,10020.508196721312,611251,0.0,0.0,0.0,0,0.0,2.45,0.0,1.0,0.0,0.0,0.0,none,Normal
186.88.57.87,1,0.0040741495212874,1,1.0,178.0,178,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
46.225.137.68,276,1.124465267875331,227,31.11231884057971,8748.217391304348,2414508,0.0072463768115942,0.0,0.0072463768115942,0,0.0,3.810909090909091,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
204.18.29.155,5,0.0203707476064371,5,12.0,3394.6,16973,0.0,0.0,0.0,0,0.0,63.5,38.0,1.0,0.0,0.0,0.0,none,Normal
172.58.3.246,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
104.194.25.207,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,none,Normal
89.196.74.87,3,0.0122224485638622,3,12.0,3812.0,11436,0.0,0.0,0.0,0,0.0,135.0,26.0,1.0,0.0,0.0,0.0,none,Normal
45.76.129.35,2,0.0081482990425748,1,1.0,15437.5,30875,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,none,Normal
83.122.35.27,1,0.0040741495212874,1,12.0,4880.0,4880,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
142.93.173.122,1,0.0040741495212874,1,12.0,3294.0,3294,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
37.129.174.90,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,26.5,0.0,1.0,0.0,0.0,0.0,none,Normal
5.117.173.66,2,0.0081482990425748,2,21.5,8893.0,17786,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.219.229.82,55,0.2240782236708087,52,31.472727272727276,9981.690909090908,548993,0.0,0.0,0.0,0,0.0,1.2592592592592593,0.0,1.0,0.0,0.0,0.0,none,Normal
74.6.168.162,3,0.0122224485638622,2,10.0,140.0,420,0.0,0.0,0.0,0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,none,Normal
5.125.125.37,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.106.151.175,1,0.0040741495212874,1,12.0,10371.0,10371,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
143.255.155.18,2,0.0081482990425748,1,12.0,17900.0,35800,0.0,0.0,0.0,0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,none,Normal
89.235.86.242,1,0.0040741495212874,1,12.0,9199.0,9199,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
79.127.86.174,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.116.188.167,1,0.0040741495212874,1,12.0,5408.0,5408,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.126.179.130,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.125.213.173,3,0.0122224485638622,3,11.333333333333334,33608.333333333336,100825,0.0,0.0,0.0,0,0.0,99.0,2.0,1.0,0.0,0.0,0.0,none,Normal
89.199.88.98,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,34.0,34.0,1.0,0.0,0.0,0.0,none,Normal
5.114.52.137,1,0.0040741495212874,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
158.58.99.16,1,0.0040741495212874,1,10.0,60420.0,60420,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.72.70.78,40,0.1629659808514972,39,36.0,11286.275,451451,0.0,0.0,0.0,0,0.0,0.3846153846153846,0.0,1.0,0.0,0.0,0.0,none,Normal
5.127.64.203,15,0.0611122428193114,15,12.0,3918.933333333333,58784,0.0,0.0,0.0,0,0.0,2.071428571428572,0.0,1.0,0.0,0.0,0.0,none,Normal
5.106.63.119,4,0.0162965980851497,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,14.333333333333334,0.0,1.0,0.0,0.0,0.0,none,Normal
5.217.130.114,6,0.0244448971277245,6,11.5,2432.0,14592,0.0,0.0,0.0,0,0.0,8.4,0.0,1.0,0.0,0.0,0.0,none,Normal
5.114.69.30,4,0.0162965980851497,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,26.666666666666668,0.0,1.0,0.0,0.0,0.0,none,Normal
37.129.226.249,1,0.0040741495212874,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.116.240.132,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
2.191.83.65,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
195.154.122.158,5,0.0203707476064371,5,37.4,69353.6,346768,0.0,0.0,0.0,0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,none,Normal
5.114.49.207,3,0.0122224485638622,3,12.0,4249.0,12747,0.0,0.0,0.0,0,0.0,39.0,5.0,1.0,0.0,0.0,0.0,none,Normal
5.112.203.74,2,0.0081482990425748,2,12.0,8108.5,16217,0.0,0.0,0.0,0,0.0,40.0,40.0,1.0,0.0,0.0,0.0,none,Normal
5.218.120.203,3,0.0122224485638622,3,12.0,3804.0,11412,0.0,0.0,0.0,0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.71,8,0.0325931961702994,8,47.75,24375.0,195000,0.125,0.0,0.125,0,0.0,1976.142857142857,17.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
5.212.254.68,8,0.0325931961702994,8,11.875,5991.75,47934,0.0,0.0,0.0,0,0.0,119.71428571428572,1.0,1.0,0.0,0.0,0.0,none,Normal
80.191.149.32,1,0.0040741495212874,1,12.0,10371.0,10371,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
46.101.24.192,1,0.0040741495212874,1,12.0,4724.0,4724,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.121.176.116,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,69.0,69.0,1.0,0.0,0.0,0.0,none,Normal
5.117.204.241,58,0.236300672234671,44,35.689655172413794,18134.068965517243,1051776,0.0,0.0,0.0,0,0.0,7.350877192982456,0.0,1.0,0.0,0.0,0.0,none,Normal
51.38.82.200,4,0.0162965980851497,4,33.0,4120.0,16480,0.0,0.0,0.0,0,0.0,116.66666666666669,0.0,1.0,0.0,0.0,0.0,none,Normal
5.122.112.169,1,0.0040741495212874,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
89.198.219.235,2,0.0081482990425748,2,12.0,4272.0,8544,0.0,0.0,0.0,0,0.0,24.0,24.0,1.0,0.0,0.0,0.0,none,Normal
54.36.149.48,8,0.0325931961702994,8,80.125,25021.0,200168,0.0,0.0,0.0,0,0.0,1290.2857142857142,46.0,1.0,0.0,0.0,0.0,none,Normal
5.237.115.31,335,1.3648400896312896,281,28.528358208955225,8270.020895522388,2770457,0.0,0.0,0.0,0,0.0,0.9281437125748504,0.0,0.9761194029850746,0.0,0.0,0.0238805970149253,R2_high_request_rate,Anomaly
217.219.163.77,1,0.0040741495212874,1,12.0,94646.0,94646,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.72.77.208,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,76.0,76.0,1.0,0.0,0.0,0.0,none,Normal
83.123.118.218,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
89.198.116.98,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,40.0,40.0,1.0,0.0,0.0,0.0,none,Normal
5.216.41.233,70,0.2851904664901202,63,28.728571428571428,9319.214285714286,652345,0.0142857142857142,0.0,0.0142857142857142,0,0.0,1.2753623188405796,0.0,1.0,0.0,0.0,0.0,none,Normal
5.125.215.96,2,0.0081482990425748,2,12.0,3634.5,7269,0.0,0.0,0.0,0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,none,Normal
89.199.48.167,2,0.0081482990425748,2,12.0,5126.5,10253,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,none,Normal
188.159.34.4,1,0.0040741495212874,1,12.0,5854.0,5854,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.212.57.77,69,0.2811163169688327,53,35.3768115942029,17652.942028985508,1218053,0.0,0.0,0.0,0,0.0,15.955882352941176,0.0,1.0,0.0,0.0,0.0,none,Normal
5.215.135.147,2,0.0081482990425748,1,18.0,92932.0,185864,0.0,0.0,0.0,0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,none,Normal
5.124.161.64,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
2.178.20.160,123,0.501120391118354,73,33.77235772357724,15383.520325203252,1892173,0.024390243902439,0.0,0.024390243902439,0,0.0,0.8852459016393442,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
185.131.95.189,4,0.0162965980851497,4,12.0,5080.5,20322,0.0,0.0,0.0,0,0.0,96.0,1.0,1.0,0.0,0.0,0.0,none,Normal
37.98.122.233,1,0.0040741495212874,1,12.0,6186.0,6186,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
86.55.74.48,1,0.0040741495212874,1,12.0,4095.0,4095,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.208.250.39,6,0.0244448971277245,6,12.0,4255.833333333333,25535,0.0,0.0,0.0,0,0.0,25.8,1.0,1.0,0.0,0.0,0.0,none,Normal
68.183.80.150,1,0.0040741495212874,1,12.0,4198.0,4198,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
83.121.121.28,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,7.5,0.0,1.0,0.0,0.0,0.0,none,Normal
5.212.150.3,10,0.0407414952128743,10,59.3,10466.4,104664,0.0,0.0,0.0,0,0.0,24.55555555555556,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.170,4,0.0162965980851497,4,62.0,24347.0,97388,0.0,0.0,0.0,0,0.0,1617.6666666666667,912.0,1.0,0.0,0.0,0.0,none,Normal
2.176.51.226,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,none,Normal
83.122.120.209,37,0.1507435322876349,27,35.486486486486484,11093.054054054051,410443,0.0,0.0,0.0,0,0.0,7.833333333333333,0.0,1.0,0.0,0.0,0.0,none,Normal
167.114.241.241,1,0.0040741495212874,1,12.0,39464.0,39464,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
80.250.206.186,5,0.0203707476064371,5,14.0,3124.8,15624,0.0,0.0,0.0,0,0.0,10.75,0.0,1.0,0.0,0.0,0.0,none,Normal
37.46.114.35,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
37.153.187.36,6,0.0244448971277245,6,12.0,4255.833333333333,25535,0.0,0.0,0.0,0,0.0,60.6,2.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.188,8,0.0325931961702994,8,33.875,27618.875,220951,0.0,0.0,0.0,0,0.0,1781.857142857143,524.0,1.0,0.0,0.0,0.0,none,Normal
213.217.50.233,196,0.7985333061723365,154,30.22448979591837,9602.969387755102,1882182,0.0,0.0,0.0,0,0.0,12.866666666666667,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
83.123.130.143,1,0.0040741495212874,1,11.0,34194.0,34194,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.115.121.67,3,0.0122224485638622,3,12.0,5305.666666666667,15917,0.0,0.0,0.0,0,0.0,74.0,18.0,1.0,0.0,0.0,0.0,none,Normal
204.18.192.236,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.125.249.191,1,0.0040741495212874,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.117.214.15,1,0.0040741495212874,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.149.27,7,0.028519046649012,7,86.71428571428571,19520.285714285717,136642,0.0,0.0,0.0,0,0.0,1837.8333333333333,163.0,1.0,0.0,0.0,0.0,none,Normal
46.248.43.161,13,0.0529639437767366,13,24.07692307692308,20794.0,270322,0.0,0.0,0.0,0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,none,Normal
175.139.207.179,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
