window_start,requests_per_window,unique_ip_count,unique_url_count,avg_url_length,max_url_length,avg_response_bytes,total_response_bytes,status_2xx_ratio,status_3xx_ratio,status_4xx_ratio,status_5xx_ratio,suspicious_uri_ratio,avg_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST,max_requests_single_ip,label_reason,weak_label
2019-01-22 04:23:00,203,37,181,96.0935960591133,459,27106.802955665025,5502681,0.9458128078817734,0.0147783251231527,0.0394088669950738,0.0,0.0049261083743842,29.73821989528796,1.0,0.0,0.0,0.0,38,none,Normal
2019-01-22 04:07:00,283,42,231,65.2826855123675,516,19464.36042402827,5508414,0.911660777385159,0.0742049469964664,0.0141342756183745,0.0,0.0,16.026515151515152,0.9858657243816256,0.0141342756183745,0.0,0.0,39,none,Normal
2019-01-22 04:26:00,141,29,127,89.0354609929078,465,21143.54609929078,2981240,0.9361702127659576,0.0425531914893617,0.0212765957446808,0.0,0.0141843971631205,51.08088235294117,1.0,0.0,0.0,0.0,25,R1_suspicious_uri,Anomaly
2019-01-22 04:49:00,238,40,205,82.62605042016807,474,20826.4243697479,4956689,0.8865546218487395,0.088235294117647,0.0252100840336134,0.0,0.0,68.89912280701755,0.9873949579831932,0.0126050420168067,0.0,0.0,44,none,Normal
2019-01-22 05:54:00,223,46,192,79.56053811659193,727,22557.10313901345,5030234,0.9417040358744396,0.0403587443946188,0.0179372197309417,0.0,0.0044843049327354,164.93896713615024,0.9910313901345292,0.0089686098654708,0.0,0.0,32,none,Normal
2019-01-22 06:23:00,296,39,243,60.55743243243244,430,17841.817567567567,5281178,0.929054054054054,0.0709459459459459,0.0,0.0,0.0033783783783783,50.6678445229682,0.9898648648648648,0.0067567567567567,0.0,0.0033783783783783,60,none,Normal
2019-01-22 06:49:00,332,60,245,68.33132530120481,525,18392.310240963856,6106247,0.9096385542168676,0.0873493975903614,0.003012048192771,0.0,0.0,73.85806451612903,0.993975903614458,0.0060240963855421,0.0,0.0,49,none,Normal
2019-01-22 05:15:00,199,39,152,81.58793969849246,492,25635.849246231155,5101534,0.8040201005025126,0.1457286432160804,0.050251256281407,0.0,0.0,99.09278350515464,0.984924623115578,0.0150753768844221,0.0,0.0,35,none,Normal
2019-01-22 06:31:00,315,44,253,74.63492063492063,433,21905.044444444444,6900089,0.8539682539682539,0.0761904761904762,0.0698412698412698,0.0,0.0,95.05573770491804,0.9904761904761904,0.0095238095238095,0.0,0.0,56,R5_high_4xx_scan,Anomaly
2019-01-22 05:00:00,209,40,165,87.73205741626795,1175,18551.82775119617,3877332,0.8086124401913876,0.1435406698564593,0.0478468899521531,0.0,0.0,62.791044776119406,0.9665071770334928,0.0334928229665071,0.0,0.0,47,none,Normal
2019-01-22 07:33:00,556,72,417,48.868705035971225,451,14795.730215827338,8226426,0.9118705035971224,0.0647482014388489,0.0233812949640287,0.0,0.0035971223021582,81.77695167286245,0.9802158273381296,0.0053956834532374,0.0,0.014388489208633,67,none,Normal
2019-01-22 04:58:00,209,34,178,81.44976076555024,497,21790.727272727272,4554262,0.9186602870813396,0.0717703349282296,0.0095693779904306,0.0,0.0,86.34313725490196,0.9904306220095692,0.0095693779904306,0.0,0.0,52,none,Normal
2019-01-22 07:47:00,1075,100,634,32.89209302325581,444,11886.493953488372,12777981,0.9209302325581395,0.0744186046511627,0.0046511627906976,0.0,0.0009302325581395,34.95397890699904,0.9711627906976744,0.001860465116279,0.0,0.0269767441860465,110,R2_high_request_rate,Anomaly
2019-01-22 07:37:00,886,90,573,44.387133182844245,466,13309.268623024833,11792012,0.917607223476298,0.0598194130925507,0.0225733634311512,0.0,0.0022573363431151,43.47957992998833,0.9571106094808126,0.0022573363431151,0.0,0.0406320541760722,84,none,Normal
2019-01-22 06:15:00,321,35,289,50.17133956386293,426,16614.940809968848,5333396,0.9532710280373832,0.0373831775700934,0.0093457943925233,0.0,0.0,26.4,0.9906542056074766,0.0093457943925233,0.0,0.0,158,none,Normal
2019-01-22 06:19:00,318,44,287,53.82704402515724,452,15065.861635220126,4790944,0.9465408805031448,0.0440251572327044,0.0094339622641509,0.0,0.0062893081761006,94.35830618892508,0.9937106918238994,0.0062893081761006,0.0,0.0,130,none,Normal
2019-01-22 07:27:00,901,86,620,41.38401775804662,474,13690.17203107658,12334845,0.9522752497225304,0.0266370699223085,0.0210876803551609,0.0,0.0,22.858131487889278,0.9933407325194228,0.0033296337402885,0.0,0.0033296337402885,88,none,Normal
2019-01-22 06:26:00,193,42,167,71.60103626943005,428,25673.19689119171,4954927,0.917098445595855,0.0725388601036269,0.0103626943005181,0.0,0.0,164.47826086956522,0.9844559585492229,0.0155440414507772,0.0,0.0,35,none,Normal
2019-01-22 06:06:00,195,43,166,76.95384615384616,514,20906.964102564103,4076858,0.9025641025641026,0.0717948717948717,0.0256410256410256,0.0,0.0,140.71428571428572,0.9692307692307692,0.0153846153846153,0.0,0.0153846153846153,43,none,Normal
2019-01-22 06:28:00,224,45,182,89.42857142857143,431,26850.96875,6014617,0.9017857142857144,0.0758928571428571,0.0223214285714285,0.0,0.0044642857142857,73.88151658767772,0.9910714285714286,0.0089285714285714,0.0,0.0,38,none,Normal
2019-01-22 05:08:00,201,36,177,89.8457711442786,496,24337.915422885573,4891921,0.945273631840796,0.0547263681592039,0.0,0.0,0.0,67.87046632124353,0.9850746268656716,0.0099502487562189,0.0,0.0049751243781094,52,none,Normal
2019-01-22 06:30:00,452,45,366,63.45796460176991,432,18832.694690265485,8512378,0.915929203539823,0.0619469026548672,0.0221238938053097,0.0,0.0022123893805309,48.633484162895925,0.9933628318584072,0.0066371681415929,0.0,0.0,95,none,Normal
2019-01-22 05:59:00,259,38,214,84.92277992277992,458,23984.660231660237,6212027,0.9613899613899614,0.0231660231660231,0.0154440154440154,0.0,0.0038610038610038,10.294354838709678,0.9922779922779924,0.0077220077220077,0.0,0.0,32,none,Normal
2019-01-22 08:00:00,1227,89,716,38.768541157294216,467,14223.677261613691,17452452,0.9494702526487367,0.0407497962510187,0.0097799511002444,0.0,0.0008149959250203,7.467619848612279,0.986960065199674,0.0,0.0,0.0130399348003259,94,R2_high_request_rate,Anomaly
2019-01-22 05:24:00,271,43,237,64.1660516605166,482,24147.431734317342,6543954,0.8819188191881919,0.081180811808118,0.03690036900369,0.0,0.0,94.3984962406015,0.992619926199262,0.007380073800738,0.0,0.0,55,none,Normal
2019-01-22 04:03:00,168,33,133,64.125,409,24550.089285714286,4124415,0.8333333333333334,0.1071428571428571,0.0595238095238095,0.0,0.0,6.913907284768212,0.9940476190476192,0.0059523809523809,0.0,0.0,39,none,Normal
2019-01-22 06:11:00,209,48,174,100.91866028708134,440,21182.569377990432,4427157,0.8708133971291866,0.0765550239234449,0.0526315789473684,0.0,0.0047846889952153,123.66666666666669,0.9521531100478468,0.0478468899521531,0.0,0.0,31,none,Normal
2019-01-22 07:07:00,603,67,476,49.401326699834165,459,15173.330016583748,9149518,0.9469320066334992,0.0464344941956882,0.0066334991708126,0.0,0.0,57.11774744027304,0.988391376451078,0.0016583747927031,0.0016583747927031,0.0082918739635157,122,none,Normal
2019-01-22 07:39:00,820,85,629,40.1280487804878,454,9827.121951219511,8058240,0.9182926829268292,0.0585365853658536,0.023170731707317,0.0,0.0024390243902439,21.80706179066835,0.9841463414634146,0.0,0.0,0.0158536585365853,124,none,Normal
2019-01-22 03:58:00,331,55,248,87.36253776435045,478,21329.70996978852,7060134,0.9033232628398792,0.066465256797583,0.0302114803625377,0.0,0.0,5.21594684385382,0.9848942598187312,0.0151057401812688,0.0,0.0,54,none,Normal
2019-01-22 04:22:00,184,39,165,86.44021739130434,459,26560.043478260868,4887048,0.8858695652173914,0.0815217391304347,0.0326086956521739,0.0,0.0,30.53614457831325,1.0,0.0,0.0,0.0,31,none,Normal
2019-01-22 07:09:00,450,55,329,56.73555555555556,445,15866.524444444443,7139936,0.9288888888888888,0.0644444444444444,0.0066666666666666,0.0,0.0,32.145785876993166,0.9866666666666668,0.0088888888888888,0.0,0.0044444444444444,66,none,Normal
2019-01-22 06:07:00,298,56,259,62.46979865771812,419,23752.489932885903,7078242,0.953020134228188,0.0335570469798657,0.0134228187919463,0.0,0.0033557046979865,148.21052631578948,0.9899328859060402,0.0067114093959731,0.0,0.0033557046979865,43,none,Normal
2019-01-22 04:10:00,249,37,182,64.63453815261045,401,20633.963855421687,5137857,0.7228915662650602,0.1285140562248996,0.1485943775100401,0.0,0.0,23.36286919831224,0.931726907630522,0.0682730923694779,0.0,0.0,49,R5_high_4xx_scan,Anomaly
2019-01-22 04:02:00,165,33,124,62.73939393939394,467,21695.466666666667,3579752,0.8363636363636363,0.0666666666666666,0.0969696969696969,0.0,0.0,9.766666666666667,0.9696969696969696,0.0303030303030303,0.0,0.0,36,R5_high_4xx_scan,Anomaly
2019-01-22 05:04:00,214,46,191,99.02803738317758,504,25344.429906542056,5423708,0.9158878504672896,0.0700934579439252,0.014018691588785,0.0,0.0,120.09569377990432,0.985981308411215,0.0093457943925233,0.0,0.0046728971962616,40,none,Normal
2019-01-22 06:13:00,424,45,356,61.04481132075472,452,14627.698113207549,6202144,0.9575471698113208,0.035377358490566,0.0070754716981132,0.0,0.0023584905660377,97.95157384987894,0.9905660377358492,0.0070754716981132,0.0,0.0023584905660377,123,none,Normal
2019-01-22 07:18:00,451,65,341,58.98226164079823,446,17872.9800443459,8060714,0.951219512195122,0.0376940133037694,0.0110864745011086,0.0,0.0,53.93735498839907,0.9889135254988912,0.0066518847006651,0.0,0.0044345898004434,54,none,Normal
2019-01-22 04:48:00,389,42,240,60.10539845758355,458,22199.884318766068,8635755,0.922879177377892,0.0539845758354755,0.0231362467866323,0.0,0.0,34.79736842105263,0.987146529562982,0.0128534704370179,0.0,0.0,102,none,Normal
2019-01-22 06:05:00,367,61,288,57.60762942779292,424,16156.00817438692,5929255,0.9427792915531336,0.0435967302452316,0.0136239782016348,0.0,0.0,151.44668587896254,0.9918256130790192,0.0081743869209809,0.0,0.0,54,none,Normal
2019-01-22 05:13:00,320,38,281,65.1,428,16672.6,5335232,0.9,0.096875,0.003125,0.0,0.0,69.90506329113924,0.99375,0.00625,0.0,0.0,125,none,Normal
2019-01-22 04:38:00,209,44,166,102.99043062200955,488,22971.047846889956,4800949,0.9090909090909092,0.0813397129186602,0.0095693779904306,0.0,0.0,65.94416243654823,0.9760765550239234,0.0143540669856459,0.0,0.0095693779904306,32,none,Normal
2019-01-22 07:06:00,357,75,276,67.3921568627451,459,19552.62184873949,6980286,0.8823529411764706,0.1064425770308123,0.011204481792717,0.0,0.0028011204481792,101.61144578313252,0.9915966386554622,0.0084033613445378,0.0,0.0,48,none,Normal
2019-01-22 06:02:00,256,38,202,84.6640625,445,23090.7890625,5911242,0.97265625,0.0234375,0.00390625,0.0,0.0078125,111.8225806451613,0.99609375,0.00390625,0.0,0.0,32,none,Normal
2019-01-22 06:01:00,337,41,254,71.09198813056379,489,20327.234421364985,6850278,0.9317507418397626,0.0534124629080118,0.0148367952522255,0.0,0.0,45.47289156626506,0.9910979228486648,0.0089020771513353,0.0,0.0,64,none,Normal
2019-01-22 07:58:00,459,82,317,57.48583877995642,466,15231.734204793029,6991366,0.906318082788671,0.0718954248366013,0.0217864923747276,0.0,0.0043572984749455,47.61971830985915,0.9956427015250544,0.0043572984749455,0.0,0.0,61,none,Normal
2019-01-22 07:26:00,493,78,371,61.77079107505071,459,15865.156186612576,7821522,0.9310344827586208,0.0446247464503042,0.024340770791075,0.0,0.0,46.43991416309013,0.9878296146044624,0.0060851926977687,0.0,0.0060851926977687,52,none,Normal
