window_start,requests_per_window,unique_ip_count,unique_url_count,avg_url_length,max_url_length,avg_response_bytes,total_response_bytes,status_2xx_ratio,status_3xx_ratio,status_4xx_ratio,status_5xx_ratio,suspicious_uri_ratio,avg_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST,max_requests_single_ip
2019-01-22 06:48:00,240,54,197,68.8,422,19746.579166666666,4739179,0.875,0.10416666666666667,0.020833333333333332,0.0,0.016666666666666666,140.21333333333334,0.9916666666666667,0.008333333333333333,0.0,0.0,36
2019-01-22 06:49:00,332,60,245,68.33132530120481,525,18392.310240963856,6106247,0.9096385542168675,0.08734939759036145,0.0030120481927710845,0.0,0.0,73.85806451612903,0.9939759036144579,0.006024096385542169,0.0,0.0,49
2019-01-22 06:50:00,291,54,228,64.06872852233677,439,17480.917525773195,5086947,0.9175257731958762,0.07903780068728522,0.003436426116838488,0.0,0.003436426116838488,109.90036900369003,0.9896907216494846,0.010309278350515464,0.0,0.0,65
2019-01-22 06:51:00,317,56,267,53.15141955835962,400,15643.236593059937,4958906,0.8706624605678234,0.11041009463722397,0.01892744479495268,0.0,0.0,76.59797297297297,0.9936908517350158,0.0031545741324921135,0.0,0.0031545741324921135,88
2019-01-22 06:52:00,351,56,291,53.45014245014245,359,18525.911680911682,6502595,0.9173789173789174,0.07692307692307693,0.005698005698005698,0.0,0.0,116.69760479041916,0.9943019943019943,0.002849002849002849,0.0,0.002849002849002849,57
2019-01-22 06:53:00,694,59,476,44.69740634005764,425,12758.080691642652,8854108,0.9380403458213257,0.053314121037463975,0.008645533141210375,0.0,0.005763688760806916,48.52238805970149,0.9899135446685879,0.002881844380403458,0.0,0.007204610951008645,133
2019-01-22 06:54:00,456,74,370,51.00657894736842,489,16545.625,7544805,0.9451754385964912,0.041666666666666664,0.013157894736842105,0.0,0.0,72.24009324009324,0.9846491228070176,0.0043859649122807015,0.0,0.010964912280701754,77
2019-01-22 06:55:00,337,66,234,52.34421364985163,426,14746.225519287835,4969478,0.887240356083086,0.08902077151335312,0.02373887240356083,0.0,0.0,93.5673076923077,0.9910979228486647,0.008902077151335312,0.0,0.0,37
2019-01-22 06:56:00,452,64,338,43.65929203539823,425,13647.241150442478,6168553,0.911504424778761,0.07964601769911504,0.008849557522123894,0.0,0.0,58.53472222222222,0.9823008849557522,0.008849557522123894,0.0,0.008849557522123894,71
2019-01-22 06:57:00,456,65,355,52.16885964912281,439,15304.611842105263,6978903,0.8859649122807017,0.07017543859649122,0.043859649122807015,0.0,0.0,52.837528604118994,0.9956140350877193,0.0021929824561403508,0.0,0.0021929824561403508,102
